Equation
-12.4575*(0.000101812 - 0.485944*var2)*(0.495587*var6 + 0.000217512) - 12.4575*(0.151495*var13 - 0.000748149)*(-0.699313*var10 + log(0.969598*var10 - 0.142211) + 0.355901) + 0.0027979
4.84441*sqrt(0.807565 - var10)*(2.11716*var10 - 3.59514)*(-0.298638*var13 - 0.0135088) + 22.1494*(1.21638*var2 - 0.00287882)*(0.111475*var6 - 0.000538375) + 0.00181884
-7.9618*(0.00291956 - 0.318822*var6)*(1.18649*var2 - 0.0086795) - 7.9618*(1.70412 - 0.47689*var10)*(0.0792668*var13 - 0.0108197)*log(0.360569*var10 - 0.0741402) + 0.263176
-10.9167*(0.00203267 - 0.207975*var6)*(1.32366*var2 - 0.01102) - 10.9167*(0.102824*var13 - 0.0139406)*log(0.532177*var10 - 0.108694) + 0.263363
-26.2116*(0.0096538 - 2.12178*var2)*(0.0539856*var6 + 5.31889e-5) - 26.2116*(0.109634*var13 - 0.00550347)*(2.63558*var10 + log(2.02547 - 1.53847*var10) - 2.29803) + 0.0755436
-4.39653*(0.0441641 - 1.46213*var6)*(0.471188*var2 - 0.0152512) - 4.39653*(0.735087 - 0.233288*var13)*(2.86364 - 1.96826*var10) - 4.39653*log(0.563058*var10 - 0.0470602) + 0.405904
-18.2097*(0.00488797 - 0.131781*var2)*(1.25964*var6 - 0.0187873) - 18.2097*(1.61166 - 1.06149*var10)*(-0.0947378*var13 + log(1.07814*var10 + 1.87425) - 0.74498) + 3.81222
-12.2143*(0.0765051 - 1.90905*var2)*(0.129759*var6 - 0.00212531) - 12.2143*(0.55748 - 0.366802*var10)*(2.09967*var10 - 0.406387*var13 - 0.315684) + 4.61541
-27.2021*(0.00436666 - 0.285444*var6)*(0.389476*var2 - 0.0146955) - 27.2021*(1.813 - 1.19268*var10)*(0.295304*var10 - 0.0562878*var13 - 0.0416056) + 4.71692
9.16186*(1.36336*var10 - 2.07232)*(0.764381*var10 - 0.145932*var13 - 0.10806) + 9.16186*(1.32093*var2 - 0.0476592)*(0.249681*var6 - 0.00324237) + 4.7072
