complexity,loss,score,equation,sympy_format,lambda_format
1,26.826881,0.0,55.74299,55.7429900000000,PySRFunction(X=>55.7429900000000)
3,25.476656,0.025820912655597435,50.770817 + var6,var6 + 50.770817,PySRFunction(X=>var6 + 50.770817)
5,24.158297,0.026567349865619504,(var6 + var6) - -45.79874,var6 + var6 - 1*(-45.79874),PySRFunction(X=>var6 + var6 - 1*(-45.79874))
7,22.877314,0.027241058828118066,((var6 + var6) - -40.82341) + var6,var6 + var6 + var6 - 1*(-40.82341),PySRFunction(X=>var6 + var6 + var6 - 1*(-40.82341))
9,21.64035,0.02779306845777981,((var6 + (var6 + var6)) - -35.84867) + var6,var6 + var6 + var6 + var6 - 1*(-35.84867),PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.84867))
11,20.455387,0.028156678408921887,(((var6 + (var6 + var6)) + var6) - -30.8723) + var6,var6 + var6 + var6 + var6 + var6 - 1*(-30.8723),PySRFunction(X=>var6 + var6 + var6 + var6 + var6 - 1*(-30.8723))
13,19.331991,0.028242491174286434,(((var6 + (var6 + var6)) + var6) + (25.899405 + var6)) + var6,var6 + var6 + var6 + var6 + var6 + var6 + 25.899405,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 25.899405)
15,18.281515,0.02793542418990867,(((((var6 + (var6 + var6)) + var6) + var6) - -20.920532) + var6) + var6,var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-20.920532),PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - 1*(-20.920532))
17,17.317238,0.027094009228974997,(((var6 + (var6 + var6)) + var6) + ((var6 + (var6 + 15.948439)) + var6)) + var6,var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + 15.948439,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + 15.948439)
19,16.15744,0.03466089844668157,((var6 + (var6 + (var6 + var6))) + ((var6 + (var6 + var6)) + (var6 + var3))) + var6,var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6,PySRFunction(X=>var3 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6 + var6)
