complexity,loss,score,equation,sympy_format,lambda_format
1,26.481426,0.0,55.79591,55.7959100000000,PySRFunction(X=>55.7959100000000)
3,14.857384,0.2889733004295081,var6 * 11.465324,var6*11.465324,PySRFunction(X=>var6*11.465324)
5,3.4918852,0.7240276092149003,var6 * (3.1361709 * var2),var6*3.1361709*var2,PySRFunction(X=>var6*3.1361709*var2)
7,2.2722197,0.2148422835831233,((var2 * 3.0500712) * var6) + var13,var13 + var2*3.0500712*var6,PySRFunction(X=>var13 + var2*3.0500712*var6)
9,1.2178526,0.311834025612747,((var2 * 2.9944813) * var6) + (var13 / var10),var2*2.9944813*var6 + var13/var10,PySRFunction(X=>var2*2.9944813*var6 + var13/var10)
11,1.2037191,0.00583656494161952,(var9 + (var13 / var10)) + ((2.983563 * var2) * var6),2.983563*var2*var6 + var9 + var13/var10,PySRFunction(X=>2.983563*var2*var6 + var9 + var13/var10)
12,1.1983738,0.004450542960273088,((var2 * 2.9970832) * var6) + (var13 / sqrt(var10 - 0.19922017)),var13/sqrt(var10 - 0.19922017) + 2.9970832*var2*var6,PySRFunction(X=>var13/sqrt(var10 - 0.19922017) + 2.9970832*var2*var6)
13,1.180848,0.01473264661414972,(((var2 * 2.971568) * var6) + (var13 / var10)) + (1.4579719 / var14),var2*2.971568*var6 + 1.4579719/var14 + var13/var10,PySRFunction(X=>var2*2.971568*var6 + 1.4579719/var14 + var13/var10)
14,1.1430404,0.032541094674534046,((var6 * (var2 * 2.968148)) + (var13 / var10)) + (log(var8) / var14),2.968148*var2*var6 + log(var8)/var14 + var13/var10,PySRFunction(X=>2.968148*var2*var6 + log(var8)/var14 + var13/var10)
15,1.1347209,0.007305012159290697,(((var2 * 2.9616983) * var6) + (var13 / var10)) + (0.34414336 / (var14 / var8)),var2*2.9616983*var6 + 0.34414336/((var14/var8)) + var13/var10,PySRFunction(X=>var2*2.9616983*var6 + 0.34414336/((var14/var8)) + var13/var10)
16,1.0992845,0.03172720398901112,((2.9845371 * var2) * var6) + (var13 / (sqrt(var10 - 0.18601732) - (0.19777258 / var14))),var13/(sqrt(var10 - 0.18601732) - 0.19777258/var14) + 2.9845371*var2*var6,PySRFunction(X=>var13/(sqrt(var10 - 0.18601732) - 0.19777258/var14) + 2.9845371*var2*var6)
18,1.0721754,0.012484922477066602,((2.9406466 * var2) * (var6 + 0.081778206)) + (var13 / (sqrt(var10 - 0.18333168) - (0.22484481 / var14))),var13/(sqrt(var10 - 0.18333168) - 0.22484481/var14) + 2.9406466*var2*(var6 + 0.081778206),PySRFunction(X=>var13/(sqrt(var10 - 0.18333168) - 0.22484481/var14) + 2.9406466*var2*(var6 + 0.081778206))
20,1.0613495,0.005074228528662772,((2.9501326 * var2) * (var6 + (0.008605952 * var7))) + (var13 / (sqrt(var10 - 0.17690553) - (0.23733346 / var14))),var13/(sqrt(var10 - 0.17690553) - 0.23733346/var14) + 2.9501326*var2*(var6 + 0.008605952*var7),PySRFunction(X=>var13/(sqrt(var10 - 0.17690553) - 0.23733346/var14) + 2.9501326*var2*(var6 + 0.008605952*var7))
