complexity,loss,score,equation,sympy_format,lambda_format
1,86.3117,0.0,PC_3,PC_3,PySRFunction(X=>PC_3)
3,21.175625,0.7025572032197549,PC_2 + 83.58929,PC_2 + 83.58929,PySRFunction(X=>PC_2 + 83.58929)
5,19.56407,0.03957801768500976,(PC_2 + 83.58905) - PC_1,-PC_1 + PC_2 + 83.58905,PySRFunction(X=>-PC_1 + PC_2 + 83.58905)
7,18.261158,0.034459215104751334,(83.58953 - (PC_1 - PC_2)) + PC_3,PC_3 - (PC_1 - PC_2) + 83.58953,PySRFunction(X=>PC_3 - (PC_1 - PC_2) + 83.58953)
9,17.627558,0.017656408771269838,(PC_2 + ((83.58911 + PC_3) + PC_2)) - PC_1,-PC_1 + PC_2 + PC_2 + PC_3 + 83.58911,PySRFunction(X=>-PC_1 + PC_2 + PC_2 + PC_3 + 83.58911)
11,17.067776,0.01613561582706623,((83.3198 + PC_2) - (PC_1 - PC_2)) + (2.1388927 * PC_3),PC_2 + 2.1388927*PC_3 - (PC_1 - PC_2) + 83.3198,PySRFunction(X=>PC_2 + 2.1388927*PC_3 - (PC_1 - PC_2) + 83.3198)
13,16.798223,0.007959567129849182,(PC_3 + (83.5894 - (((PC_1 / 0.6033822) - PC_2) - PC_3))) + PC_2,PC_2 + PC_3 - (PC_1/0.6033822 - PC_2 - PC_3) + 83.5894,PySRFunction(X=>PC_2 + PC_3 - (PC_1/0.6033822 - PC_2 - PC_3) + 83.5894)
15,16.78045,0.0005292943428621746,(((PC_3 / 0.4676448) - (-9.128462 * 9.15699)) + PC_2) - ((PC_1 / 0.6420084) - PC_2),PC_2 + PC_3/0.4676448 - (PC_1/0.6420084 - PC_2) - (-1)*9.128462*9.15699,PySRFunction(X=>PC_2 + PC_3/0.4676448 - (PC_1/0.6420084 - PC_2) - (-1)*9.128462*9.15699)
17,16.778343,6.27853332736936e-05,(((1.1895287 ^ 0.38156676) * 78.237015) + (PC_3 / 0.46770218)) + ((PC_2 / 0.48567942) - (PC_1 * 1.5582606)),-1.5582606*PC_1 + PC_2/0.48567942 + PC_3/0.46770218 + 1.1895287**0.38156676*78.237015,PySRFunction(X=>-1.5582606*PC_1 + PC_2/0.48567942 + PC_3/0.46770218 + 1.1895287**0.38156676*78.237015)
19,16.618946,0.004772788902922231,((((83.58872 + ((PC_3 - PC_1) + PC_2)) + PC_3) + PC_2) + (PC_4 / (1.5564128 + PC_3))) - PC_1,-PC_1 - PC_1 + PC_2 + PC_2 + PC_3 + PC_3 + PC_4/(PC_3 + 1.5564128) + 83.58872,PySRFunction(X=>-PC_1 - PC_1 + PC_2 + PC_2 + PC_3 + PC_3 + PC_4/(PC_3 + 1.5564128) + 83.58872)
