Equation
"add(add(add(add(add(div(Zn, Cr), div(Octacosane, 3-Methylnonadecane)), sub(Phenanthrene, Eugenol)), Phenanthrene), div(Octacosane, 3-Methylnonadecane)), div(mul(Ti, Cu), Sb))"
"add(add(add(div(mul(Ti, Cu), Sb), Phenanthrene), div(Octacosane, 3-Methylnonadecane)), div(mul(Ti, Cu), Sb))"
"add(div(Octacosane, 3-Methylnonadecane), div(mul(Ti, Cu), Sb))"
"add(add(add(add(add(div(Zn, Cr), div(Octacosane, 3-Methylnonadecane)), sub(Phenanthrene, Eugenol)), Phenanthrene), div(Octacosane, 3-Methylnonadecane)), add(add(add(add(div(Zn, Cr), div(Octacosane, 3-Methylnonadecane)), sub(Phenanthrene, Eugenol)), Phenanthrene), div(Octacosane, 3-Methylnonadecane)))"
"add(div(Octacosane, 3-Methylnonadecane), div(mul(Ti, Cu), Sb))"
"add(add(add(add(add(div(Zn, Cr), div(Octacosane, 3-Methylnonadecane)), add(add(div(Zn, Cr), div(Octacosane, 3-Methylnonadecane)), sub(Phenanthrene, Eugenol))), Phenanthrene), div(Octacosane, 3-Methylnonadecane)), div(mul(Ti, Cu), Sb))"
"add(add(add(div(Zn, Cr), div(Octacosane, 3-Methylnonadecane)), sub(Phenanthrene, Eugenol)), div(mul(Ti, Cu), Sb))"
"mul(Ti, Cu)"
"add(add(add(add(add(add(div(Zn, Cr), div(Octacosane, 3-Methylnonadecane)), sub(Phenanthrene, Eugenol)), Phenanthrene), div(Octacosane, 3-Methylnonadecane)), div(mul(Ti, Cu), Sb)), div(mul(Ti, Cu), Sb))"
"add(add(add(add(add(div(Zn, Cr), div(Octacosane, 3-Methylnonadecane)), sub(Phenanthrene, Eugenol)), Phenanthrene), div(add(div(Zn, Cr), div(Octacosane, 3-Methylnonadecane)), 3-Methylnonadecane)), div(mul(Ti, Cu), Sb))"
