Feature,Importance
Gm21190_82342,0.07201353705067245
Wdr72_57018,0.061609273003173017
Asb14_29409,0.06024383567220551
Mt2_76492,0.029296673252590017
Gdnf_29292,0.02690837062881174
Rgs22_79648,0.02549832342855807
Maff_30224,0.02281840843234615
Cyp1a1_79654,0.021326214390517257
Trp53bp2_78430,0.021321345367489798
Cyp1b1_72511,0.020008245065979317
Srm_62972,0.01880030972328858
Tgm1_60333,0.01780222565326154
Adamts5_56833,0.01701439623571415
Slc26a4_56472,0.01696398287743329
Gm5737_59680,0.015651556394226156
Sfn_31323,0.01325502951869286
Stpg1_80557,0.013165667705197441
Acod1_54942,0.012303172964623358
Pstk_65222,0.011034140015147496
Rhof_64396,0.010540366102486253
Myc_30907,0.010458289802283595
Csf2_61958,0.0089880113530538
Stx11_67128,0.007736605093620456
Tacr1_72530,0.007588494513733043
Ighv2-6_70078,0.007454447130281762
Kbtbd7_76521,0.007107490840938757
Ubash3a_72205,0.007058770139087155
Stx11_69405,0.00687879023072099
Tspan4_30708,0.006391538361848423
Arntl_59197,0.006129265676167966
Islr_61666,0.006042301907413478
Ubxn2b_58845,0.005854357528960827
Hspa1b_32188,0.005833117068967121
Sh3gl2_31946,0.005305510069671317
Fpr1_72651,0.005201380915464835
Stab1_67351,0.0051069315957213025
Sh2d1b1_55581,0.005101800880638242
Wnt7a_61150,0.004752221405064719
Ly75_62085,0.00467229139329765
Muc5b_58389,0.004562821821352449
Csrnp1_69505,0.004462964137957265
mt-Nd3_82089,0.004439129450675717
Hist1h2bc_29206,0.004391235856665043
Cxcl10_29431,0.0043840898896787845
Zfp672_67722,0.0043800316387032235
Atp6v0d2_76694,0.004316357303204947
Hfe2_69619,0.004031291576870085
Slitrk6_57432,0.003978844712852062
Ccl6_74906,0.003769976939062619
Trmt61a_77219,0.0037277998922149564
Gm13238_30264,0.0037251541615523445
Sema7a_72108,0.0036802120683410407
Tmem117_56678,0.0036485649529148624
Abtb2_59723,0.003629819811388794
Snx11_32113,0.0036187009137623087
Calcb_60189,0.003531499232936482
Nrg1_67125,0.0034753336435859104
Gsta1_31374,0.003409540948244553
Hebp2_68529,0.003312687746844685
Hmox1_55177,0.0032551183576611385
Fosl1_30439,0.0032036005523129476
Hcn2_57591,0.003198322292662593
Elovl6_74600,0.003149969396899099
Hsph1_73551,0.003083613187035785
Actr3b_60038,0.0030553844385092835
Plscr4_55764,0.0030355659647455352
mt-Nd4l_82096,0.002854044973624238
Art1_56953,0.002840555513166371
Myl3_75394,0.002825535846957822
Dydc1_55826,0.002812760297891508
Cacng7_59342,0.0027929736851965313
Btbd9_60652,0.002745900902201534
Folr2_70164,0.0026912260222392214
Aldh3a1_60545,0.002596628261363891
Fam19a1_59360,0.0025770826237315387
Slc2a4_76116,0.002552571311042672
Serpina3n_29367,0.0025227157941705206
Dnajc28_64398,0.0024333597753572124
Alg11_64834,0.0024296555445332355
Gm13889_55024,0.0024295194981308076
Tnip1_29881,0.00238194861147891
Myc_66507,0.0023676561302408217
Nrap_65543,0.002354048293075848
Wt1_63516,0.0022552652735271265
Parp11_69369,0.002253669117155907
2310061I04Rik_71692,0.0022464539816044586
Hsph1_69147,0.0022421816860406702
Lmod2_64472,0.002215665164329296
Nog_54804,0.002181762169532174
Nrg1_74185,0.002156603072151
Il4i1_71608,0.002147139996623873
Bdkrb2_54168,0.002137306760432462
Cdkn2a_67661,0.00206888207895157
Btnl9_55542,0.002066875290085218
Osgin1_79857,0.002054799939228752
Slit2_63410,0.002044926146500294
Ugt8a_79952,0.0020306142317789515
Galnt17_63802,0.0020039963137048625
Esm1_60954,0.0019601700083627265
mt-Nd3_82088,0.0019587739127744372
3110001I22Rik_68551,0.0019260652990244723
Nppa_58684,0.001916754660435671
Rsph3b_31489,0.001904550870393101
Zfp280b_78252,0.001895337133615979
Sult1d1_55051,0.0018270845139397387
Socs3_79479,0.001813589614320315
Egr1_58083,0.0017689036963932584
Rpl3l_76369,0.0017219749245994287
Spp1_63768,0.001705786999896018
Rgs16_60383,0.0017029766876351317
Efhd1_74838,0.0016845437560153676
Fosb_75538,0.001629454688515795
Fpr2_31644,0.0016149965656369954
mt-Nd1_82075,0.0015984340070528357
Hmox1_31505,0.0015911433378434626
Nqo1_29503,0.001538677118147967
Acta1_74234,0.0015037853693045714
Fam83h_59213,0.001499573908191684
Myl2_32080,0.0014922052877621335
Gm3604_56243,0.0014826400360571613
Zmiz2_62411,0.0014754478495829786
Adam33_72301,0.0014557972825425813
Arf1_31811,0.0014469799518989437
Lipo5_56386,0.001442284234634352
Car3_29855,0.0014334350099749831
Gja1_75237,0.001369493202931021
Ggnbp1_79223,0.0013307187876020609
Il1f9_29621,0.001313532700486653
Timp1_30249,0.0012994760916393512
Tmem161a_67011,0.00129023000767794
Srxn1_75314,0.0012898444849900013
Fcer1g_31620,0.001287381368717121
Ube3a_65027,0.0012686110945076363
Cyp1a1_29719,0.0012648196643089196
AI661384_31503,0.0012637463091960941
Ptpn1_29137,0.0012602561619827338
Fscn1_74998,0.0012302881870945145
Tm2d2_70064,0.0012295127515013376
Socs3_31487,0.0012207705411904934
Alox15_61552,0.0012202704717099177
Spib_29254,0.0012077366653538066
Sgcg_29583,0.001204049646040143
Notum_69460,0.0012031179310219653
Slc35f3_61620,0.0011985838922507711
Ccl17_77970,0.0011945327777597302
Pigr_58167,0.0011902476636747254
Ifit3_29860,0.0011586607748668453
Ift43_67275,0.001158236460933421
Bcl3_75627,0.0011505192985937888
Igkv6-15_64030,0.0011492045628991093
Ifit1_72951,0.001140146999258812
Mypn_29309,0.0011394270818172042
Gdnf_74188,0.0011186959919194952
Cdon_64083,0.0011142872595608347
Igkv16-104_74538,0.0011011596551280653
Lvrn_57576,0.0010805422448993281
Inip_82129,0.0010635477550803448
Slc12a4_60641,0.0010610600499217997
Arg2_81876,0.00104051454305023
Pprc1_31385,0.0010360017298650338
Srxn1_30173,0.0010339560452492756
AC132444.6_82305,0.0010302434089705186
Zfp760_55727,0.001023770533450157
Nrap_31919,0.001010082477804614
Gpx1_30525,0.0010082288917818458
Syt14_59917,0.0009951177008840498
Gpc1_58802,0.0009808661677003154
Ephb6_66860,0.0009759358957790605
Lhfpl2_60768,0.0009728271253089721
Cebpd_68861,0.0009677996840082822
Rps26_78862,0.0009664558094597269
Lsamp_31051,0.0009638104016491681
Idi1_63868,0.0009608312558527267
Myl4_70627,0.0009428760654416573
Ifit1bl1_54956,0.000940440952251823
Tcap_31038,0.0009234312016642187
Lrrc10_60238,0.0009217927599350972
B3gnt2_60493,0.000917144822828787
Omd_75393,0.0009154535249362464
Ky_60676,0.0009146804141258542
Nr4a1_74357,0.0009079922703897514
Ccl7_30624,0.0009032681369339443
Slc25a25_72214,0.0009005545095786669
Adam22_79503,0.0008970148370101361
Adora1_56938,0.0008801989309673301
Ckmt2_30858,0.0008787072104440497
Gdpd2_59601,0.0008783019921929722
Chrm2_55332,0.0008782858188255551
Hif3a_63907,0.0008699958524159742
Rbm12b2_72856,0.0008649390422380952
Mt1_76728,0.000861680937155414
Wnt2b_62005,0.0008514784641616743
Cdkn1a_66319,0.0008184316353467802
Umad1_66790,0.0008126136840914441
Txnrd1_31483,0.0008066082907850566
Art5_55361,0.0008051576446958661
Il18_31667,0.0008035660098593721
Rsad2_65054,0.0008014194879796074
Entpd8_29407,0.0007954789896924483
Alg11_67845,0.000787846176118435
Kcnj5_59968,0.0007821306092954418
C2_73108,0.0007799131057057822
Arhgap40_61637,0.0007740416640365654
Gm3776_29765,0.0007670438528018408
Saa3_70560,0.0007413035009725175
Plaur_63645,0.0007364334318803444
Ankrd1_58025,0.0007350856610757403
Clhc1_59972,0.0007331775303319613
Kdm6a_65647,0.0007253037769640886
Cpt1b_31741,0.0007123330426420672
Ppfibp1_75630,0.0007098037723299634
Noct_77181,0.0007028136394150253
Ly6g6d_70681,0.0006917037428136673
H2-M5_73158,0.0006914166452427651
Txnrd1_72590,0.0006829238059989645
Dnajc6_77826,0.0006764076652714912
Grrp1_59421,0.000670300144850409
Mcoln3_57792,0.0006642803262220131
Il6_60343,0.0006500940009592299
Siglec1_74052,0.000649002550030451
Atf3_72119,0.0006467015109144531
Tnip3_58404,0.0006369908442652906
Rfesd_55124,0.0006204703826473623
Cxcl2_63751,0.0006195004221921626
Chpt1_78785,0.0006163128930902552
Chil3_30648,0.0006144452739172213
Gadd45g_64460,0.000610126833796918
Chil3_66072,0.0006061791320229137
Fbxo7_30569,0.0006003085471319261
Nr4a1_31133,0.0005944121696332999
Fpr1_30738,0.0005935381659036636
Thnsl1_66164,0.0005831235742187686
D630045J12Rik_62087,0.0005753187969086609
C530008M17Rik_76670,0.0005735839429060585
Il4i1_31821,0.0005634931761901472
Bnc1_57800,0.0005621109460587374
Cxcl1_29501,0.0005535912446784847
Slurp1_55564,0.0005502646934634068
Upk3b_57520,0.0005452826939507003
Gm43302_29203,0.0005414754692042489
Zwilch_31068,0.0005412758429867219
Tnfrsf12a_60668,0.0005411583634911566
Ngb_29648,0.000536431373090711
Gclm_29258,0.0005328236599592665
Fam241b_53836,0.0005308282639800774
Hspa1a_69206,0.0005292951036128938
Aplp1_78493,0.000528593607713882
EAR12_31077,0.0005115185124866576
Egr1_30209,0.0005057754602169766
Cask_29837,0.0005005698452750635
Marco_61146,0.0004942250446991702
Slc7a11_30093,0.0004913507358737157
Zfp943_68358,0.0004904348124996712
Myh6_65230,0.0004875327663151846
Ccl3_30767,0.00048404343795915763
Gbp4_67875,0.00048150396129295625
Rab22a_53860,0.0004797373236746998
Klrd1_63559,0.0004717673741586777
Tnfrsf9_66723,0.00045643012306204647
Ckm_65514,0.0004515996809008332
Ckm_31031,0.0004447440972158801
Msln_61916,0.00044162235866668145
Paxbp1_76157,0.0004349574747281413
Ppp4r3b_79887,0.00043391977480622846
Nde1_77231,0.0004327703503710592
Tfdp2_69536,0.00043194283128384443
Nkain4_74119,0.00043102447674836644
Lrrn4_58063,0.0004268930570721304
Cldn15_60727,0.00042649022996881793
Nkain4_82157,0.0004252303570124794
Ifi44_55588,0.0004249080129920502
Cyfip2_73223,0.0004230025796118117
