Feature,Importance
Asb14_29409,0.12639683422172993
Gdnf_29292,0.05448132713247744
Rgs22_79648,0.049077152615004616
Mt2_76492,0.04428048409233037
Wdr72_57018,0.04009024707118039
Tgm1_60333,0.02819572854751268
Dydc1_55826,0.01995929822301137
Efhd1_74838,0.014285179345948713
Trp53bp2_78430,0.014044482086211117
Gm21190_82342,0.012823174415584431
Tacr1_72530,0.012489212407563153
Sult1d1_55051,0.011992320824945746
Rhof_64396,0.011279389184937986
Atf3_72119,0.010920806038861551
Maff_30224,0.010505964835958824
Muc5b_58389,0.010164094954069985
Srm_62972,0.010042590637165569
Stx11_69405,0.00967089915253554
Slc26a4_56472,0.00905606902152027
2310061I04Rik_71692,0.00885896682550501
Sfn_31323,0.008565542972069714
Plscr4_55764,0.008144010273256687
mt-Nd3_82089,0.008108378091261114
Myc_30907,0.008067716040909681
Cyp1a1_79654,0.00730201485379255
Egr1_58083,0.006940607740650082
Folr2_70164,0.006790849918041028
mt-Nd3_82088,0.006702408383091921
Atf3_29935,0.006619637399793969
Ighv2-6_70078,0.006599196319010955
Stpg1_80557,0.0062526671528726815
Ugt8a_79952,0.005790997316495828
Adamts5_56833,0.005631726831740784
Ccl7_30624,0.005476790527046551
Ubxn2b_58845,0.004980044930503894
Egr1_30209,0.004946335869096071
Slit2_63410,0.0047239638107654065
Igkv16-104_74538,0.004324738211991534
Fscn1_74998,0.004198143930730193
Gbp4_67875,0.0041752668425179326
Ccl17_77970,0.004121227011458352
Atp6v0d2_76694,0.00409918068469714
Ephb6_66860,0.004060635610984146
Cyp1b1_72511,0.003988067163691804
Abtb2_59723,0.003978814410642791
Zfp280b_78252,0.0038356153791886697
Cyfip2_73223,0.0037880072581299444
Hebp2_68529,0.003745521505167859
Wnt7a_61150,0.003554223045760182
Cpt1b_31741,0.003531092241308178
Slc2a4_76116,0.003466506338320801
Arntl_59197,0.0034328842971850103
Il6_60343,0.003382022798868229
Wt1_63516,0.0033324833779411374
Csrnp1_69505,0.0032735244536913812
Myc_66507,0.003256031555783195
Nqo1_29503,0.003173248534632392
Tnip3_58404,0.003147657458665942
Cacng7_59342,0.0030736567692726726
Noct_77181,0.002877720588579928
Hfe2_69619,0.002857944730673672
Cxcl10_29431,0.00278957692413669
Pkhd1l1_58076,0.002723746686669162
Omd_75393,0.002663674312693858
Gm13889_55024,0.0026518063959641114
Syt14_59917,0.002645039666567984
Sh3gl2_31946,0.0026254338085633607
Nog_54804,0.002615528673994447
Nr4a1_31133,0.0025667442730824682
Ky_60676,0.002565175881177328
Ngb_29648,0.002564932202993905
mt-Nd1_82075,0.002511870988236317
Tnip1_29881,0.002480752744792451
Ggnbp1_79223,0.002431926722179435
mt-Nd4l_82096,0.0023955040537809347
3110001I22Rik_68551,0.0023820359854131536
Lmod2_64472,0.0023292345187634306
Tmem161a_67011,0.0023160982574965136
Actr3b_60038,0.002274835818228047
Acta1_74234,0.002270648157617497
Fpr1_72651,0.0022556887712956992
Fpr2_31644,0.002249867846170249
Car3_29855,0.0022259667730471252
Sgcg_29583,0.0022033487100679063
Dnajc6_77826,0.0022001815934548446
Acod1_54942,0.0021560646105647863
Lsamp_31051,0.0021280694868682335
Hsph1_69147,0.002122905633932676
Rsph3b_31489,0.0021104133528663336
Zfp977_55962,0.0020323738540937723
Kbtbd7_76521,0.0019814147143831524
Tmem117_56678,0.0019748748031201313
Rsad2_65054,0.001949700368395014
Rgs16_60383,0.0019367775221400046
Cdkn2a_67661,0.0019007909204241799
Ly75_62085,0.0018884374039173082
Csf2_61958,0.0018551238294577197
Pstk_65222,0.0018529655630190832
AI661384_31503,0.001817747413283813
Pigr_58167,0.0018173044231179142
Serpina3n_29367,0.0018055729428539135
Art5_55361,0.0018034873747761904
Dcp1b_29958,0.001764267211655357
Islr_61666,0.0017378175875677575
Rpl3l_76369,0.0017286609781281801
Cnot10_70213,0.001719280339601603
Parp11_69369,0.0017123936797001364
Nrg1_74185,0.0016796784893550393
Calcb_60189,0.001650504251484612
Kcnj5_59968,0.0016476346075702624
Gm3604_56243,0.001619462845545521
Hspa1b_32188,0.001606728260407753
Plaur_63645,0.0016053972271629924
Elovl6_74600,0.0015902088590744416
Ifi44_55588,0.0015778933911005041
Cyp1a1_29719,0.0015602677610754893
Myl4_70627,0.0015352964884304775
Stab1_67351,0.00151210845695864
