chem,var_importance,tot_instances,uniq_instances
var2,13288.578780563827,4375,141
var6,4356.384796868862,4740,145
var13,180.82171819797279,3897,120
var11,158.84178368848538,12,4
var7,1.6105153447547664,142,2
var3,1.0,348,1
var10,-11386.21799680032,2102,86
