chem,equation,parital derivative w/ respect to chem,integrated_derivative,complexity,loss,score,sympy_format,lambda_format,Dataset,Directory
var13,((((myfunction(var2) - -1.4524927) * 2.581347) * (0.97619164 * 0.8950292)) * var6) + var13,1,8.668032227179301,14.0,4.70284,0.1569343575251422,var13 + (var2 - 1*(-1.4524927))*2.581347*0.97619164*0.8950292*var6,PySRFunction(X=>var13 + (var2 - 1*(-1.4524927))*2.581347*0.97619164*0.8950292*var6),Noise=0.75,med
var13,(var13 + ((((var2 - -1.2842623) * 2.581347) + (-0.19419059 * var7)) * var6)) + var13,2,17.336064454358603,15.0,4.0436187,0.1510265726674061,var13 + var13 + var6*(-0.19419059*var7 + (var2 - 1*(-1.2842623))*2.581347),PySRFunction(X=>var13 + var13 + var6*(-0.19419059*var7 + (var2 - 1*(-1.2842623))*2.581347)),Noise=0.75,med
var13,myfunction((var6 + (var2 + var6)) + (var13 + (((var2 / 0.77188414) + var2) * var6))),1,8.668032227179301,16.0,3.9599504,0.0209085089435975,var13 + var2 + var6*(var2 + var2/0.77188414) + var6 + var6,PySRFunction(X=>var13 + var2 + var6*(var2 + var2/0.77188414) + var6 + var6),Noise=0.75,med
var13,myfunction((var13 + (((var2 / 0.6899054) + var2) * var6)) + myfunction(var6 + (var13 + var6))),2,17.336064454358603,17.0,2.9039237,0.3101686774227261,var13 + var6*(var2 + var2/0.6899054) + (var13 + var6 + var6),PySRFunction(X=>var13 + var6*(var2 + var2/0.6899054) + (var13 + var6 + var6)),Noise=0.75,med
var13,(((var13 + ((var6 - -1.3659163) + (var2 * (2.816416 * var6)))) - myfunction(3.0716953)) + var2) + -2.5669823,1,8.668032227179301,18.0,2.392328,0.1937958720790928,var13 + var2*2.816416*var6 + var2 + var6 - 1*3.0716953 - 2.5669823 - 1*(-1.3659163),PySRFunction(X=>var13 + var2*2.816416*var6 + var2 + var6 - 1*3.0716953 - 2.5669823 - 1*(-1.3659163)),Noise=0.75,med
var13,myfunction(var13 + (var13 + myfunction(((-0.0035837237 * (1.5155321 + var8)) + (myfunction(var2 - -0.062385824) * 2.9278924)) * var6))),2,17.336064454358603,20.0,1.8060892,0.1405515528696712,var13 + var13 + var6*((var2 - 1*(-0.062385824))*2.9278924 - 0.0035837237*(var8 + 1.5155321)),PySRFunction(X=>var13 + var13 + var6*((var2 - 1*(-0.062385824))*2.9278924 - 0.0035837237*(var8 + 1.5155321))),Noise=0.75,med
var13,myfunction((var6 * (2.9973872 * var2)) + var13),1,8.668032227179301,8.0,2.620302,0.3172132854080548,var13 + var6*2.9973872*var2,PySRFunction(X=>var13 + var6*2.9973872*var2),Noise=0.75,med
var13,var9 + (var13 + (var6 * (2.996284 * var2))),1,8.668032227179301,9.0,2.5508895,0.0268474564308641,var13 + var6*2.996284*var2 + var9,PySRFunction(X=>var13 + var6*2.996284*var2 + var9),Noise=0.75,med
var13,myfunction((var6 * (2.9973454 * var2)) + (var13 / var10)),1/var10,12.300509102747341,10.0,0.715923,1.2706247815789409,var6*2.9973454*var2 + var13/var10,PySRFunction(X=>var6*2.9973454*var2 + var13/var10),Noise=0.75,med
var13,myfunction((var6 * (2.9973872 * var2)) + ((var13 / var10) + 0.042887315)),1/var10,12.300509102747341,12.0,0.7158085,7.997309568456142e-05,var6*2.9973872*var2 + 0.042887315 + var13/var10,PySRFunction(X=>var6*2.9973872*var2 + 0.042887315 + var13/var10),Noise=0.75,med
var13,myfunction((var6 * (2.9914217 * var2)) + (myfunction(var13) / var10)) + 0.12952514,1/var10,12.300509102747341,13.0,0.7138041,0.0028041181413705,(var6*2.9914217*var2 + var13/var10) + 0.12952514,PySRFunction(X=>(var6*2.9914217*var2 + var13/var10) + 0.12952514),Noise=0.75,med
var13,myfunction(((2.9913268 * var2) * var6) + (2.085508 * (var13 / (var10 + var10)))),1.042754/var10,12.826405068926201,14.0,0.70114625,0.0178920591433345,2.085508*var13/(var10 + var10) + 2.9913268*var2*var6,PySRFunction(X=>2.085508*var13/(var10 + var10) + 2.9913268*var2*var6),Noise=0.75,med
var13,((var6 * ((var2 / 0.5296908) + var2)) + ((0.14599341 + var13) / var10)) * 1.0329746,1.0329746/var10,12.706113470206795,15.0,0.69093287,0.0146738258130253,(var6*(var2 + var2/0.5296908) + (var13 + 0.14599341)/var10)*1.0329746,PySRFunction(X=>(var6*(var2 + var2/0.5296908) + (var13 + 0.14599341)/var10)*1.0329746),Noise=0.75,med
var13,myfunction(myfunction(0.8866602 * (var13 / ((0.08683563 * -0.69628596) + myfunction(var10)))) + (var6 * myfunction(2.9961827 * var2))),0.8866602/(var10 - 0.0604624299967548),12.637913751120589,19.0,0.66493064,0.0095899838811968,0.8866602*var13/(var10 + 0.08683563*(-0.69628596)) + (2.9961827*var2)*var6,PySRFunction(X=>0.8866602*var13/(var10 + 0.08683563*(-0.69628596)) + (2.9961827*var2)*var6),Noise=0.75,med
var13,((2.997387 * var2) * var6) + var13,1,8.668032227179301,7.0,2.620304,0.3172125221375476,var13 + 2.997387*var2*var6,PySRFunction(X=>var13 + 2.997387*var2*var6),Noise=0.75,med
var13,myfunction((var13 + (var6 * var2)) * 2.885383),2.88538300000000,25.010592831755297,8.0,2.2960136,0.13211593979161,(var13 + var2*var6)*2.885383,PySRFunction(X=>(var13 + var2*var6)*2.885383),Noise=0.75,med
var13,((2.9679427 * var2) * var6) + (var13 * 1.98729),1.98729000000000,17.225893764751152,9.0,1.8132629,0.2360464722511146,var13*1.98729 + 2.9679427*var2*var6,PySRFunction(X=>var13*1.98729 + 2.9679427*var2*var6),Noise=0.75,med
var13,myfunction(((var6 * 2.997402) * var2) + (var13 / var10)),1/var10,12.300509102747341,10.0,0.71592224,0.929311650804828,var6*2.997402*var2 + var13/var10,PySRFunction(X=>var6*2.997402*var2 + var13/var10),Noise=0.75,med
var13,((var6 * (2.9914281 * var2)) + (var13 / var10)) + 0.12934624,1/var10,12.300509102747341,11.0,0.7138044,0.0029625824822076,var6*2.9914281*var2 + 0.12934624 + var13/var10,PySRFunction(X=>var6*2.9914281*var2 + 0.12934624 + var13/var10),Noise=0.75,med
var13,myfunction(((var13 + 0.23404771) / var10) + (var6 * (2.98236 * var2))),1/var10,12.300509102747341,12.0,0.6939374,0.0282272205194344,var6*2.98236*var2 + (var13 + 0.23404771)/var10,PySRFunction(X=>var6*2.98236*var2 + (var13 + 0.23404771)/var10),Noise=0.75,med
var13,myfunction(myfunction(2.990823 * (var6 * var2)) + (var13 / (var10 + -0.022654863))),1/(var10 - 0.022654863),12.954367061959577,13.0,0.6835961,0.0150145085748117,var13/(var10 - 0.022654863) + 2.990823*var2*var6,PySRFunction(X=>var13/(var10 - 0.022654863) + 2.990823*var2*var6),Noise=0.75,med
var13,myfunction((((-0.090453714 - (-0.38535953 / var10)) * var13) + (var6 * var2)) * 2.9987679),-0.271249693978981 + 1.15560378852309/var10,12.432869463650645,14.0,0.6769771,0.0097297994959172,(var13*(-0.090453714 - (-1)*0.38535953/var10) + var2*var6)*2.9987679,PySRFunction(X=>(var13*(-0.090453714 - (-1)*0.38535953/var10) + var2*var6)*2.9987679),Noise=0.75,med
