chem,equation,parital derivative w/ respect to chem,integrated_derivative,complexity,loss,score,sympy_format,lambda_format,Dataset,Directory
var10,(((((var2 + var2) + var2) * var6) + myfunction(var13)) / 0.95362175) - var10,-1,-0.7577597103732965,14.0,2.2182086,0.0867556574925794,-var10 + (var13 + var6*(var2 + var2 + var2))/0.95362175,PySRFunction(X=>-var10 + (var13 + var6*(var2 + var2 + var2))/0.95362175),No_noise_rel_var,med
var10,(var13 + ((1.4388391 * var2) * (var6 + (var6 + 0.5423598)))) - (var10 - var13),-1,-0.7577597103732965,15.0,1.559794,0.352146171938534,var13 + 1.4388391*var2*(var6 + var6 + 0.5423598) - (var10 - var13),PySRFunction(X=>var13 + 1.4388391*var2*(var6 + var6 + 0.5423598) - (var10 - var13)),No_noise_rel_var,med
var10,((((var2 + myfunction(var2)) + var2) * var6) + ((var13 - -0.08370059) / var10)) - var10,-1 - (var13 + 0.08370059)/var10**2,-128.56719743813804,16.0,0.7283224,0.7615652329347328,-var10 + var6*(var2 + var2 + var2) + (var13 - 1*(-0.08370059))/var10,PySRFunction(X=>-var10 + var6*(var2 + var2 + var2) + (var13 - 1*(-0.08370059))/var10),No_noise_rel_var,med
var10,(((var2 + (var2 + var2)) * var6) + (((var13 - 0.5541379) / var10) - -1.5370268)) - var10,-1 - (var13 - 0.5541379)/var10**2,-111.23716002481625,17.0,0.1595445,1.5184209271295457,-var10 + var6*(var2 + var2 + var2) - 1*(-1.5370268) + (var13 - 1*0.5541379)/var10,PySRFunction(X=>-var10 + var6*(var2 + var2 + var2) - 1*(-1.5370268) + (var13 - 1*0.5541379)/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (((var13 - 0.46841222) / var10) - -1.5370268)) - var10),-1 - (var13 - 0.46841222)/var10**2,-113.5663221324251,18.0,0.15166616,0.050641090559795,-var10 + var6*(var2 + var2 + var2) - 1*(-1.5370268) + (var13 - 1*0.46841222)/var10,PySRFunction(X=>-var10 + var6*(var2 + var2 + var2) - 1*(-1.5370268) + (var13 - 1*0.46841222)/var10),No_noise_rel_var,med
var10,myfunction(((var6 * ((var2 + var2) + myfunction(var2))) + (((var13 - 0.30433393) / var10) - -1.2189138)) - var10),-1 - (var13 - 0.30433393)/var10**2,-118.02432043292569,19.0,0.074805215,0.7067941878164257,-var10 + var6*(var2 + var2 + var2) - 1*(-1.2189138) + (var13 - 1*0.30433393)/var10,PySRFunction(X=>-var10 + var6*(var2 + var2 + var2) - 1*(-1.2189138) + (var13 - 1*0.30433393)/var10),No_noise_rel_var,med
var10,myfunction(myfunction(((var6 * ((var2 + var2) + myfunction(var2))) + (((var13 - 0.30430996) / var10) - -1.2188858)) - var10)),-1 - (var13 - 0.30430996)/var10**2,-118.02497169653444,20.0,0.074805185,4.010416388237769e-07,-var10 + var6*(var2 + var2 + var2) - 1*(-1.2188858) + (var13 - 1*0.30430996)/var10,PySRFunction(X=>-var10 + var6*(var2 + var2 + var2) - 1*(-1.2188858) + (var13 - 1*0.30430996)/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (((var6 + var6) + var6) * var2)),-var13/var10**2,-119.72477132676502,12.0,3.6113922e-06,6.453595428031004,var2*(var6 + var6 + var6) + var13/var10,PySRFunction(X=>var2*(var6 + var6 + var6) + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 + ((var6 + (var6 + var6)) * var2)) + (var13 / var10)) - var6),-var13/var10**2,-119.72477132676502,16.0,3.4753546e-06,0.0095992079984808,var2*(var6 + var6 + var6) - var6 + var6 + var13/var10,PySRFunction(X=>var2*(var6 + var6 + var6) - var6 + var6 + var13/var10),No_noise_rel_var,med
var10,myfunction(((((myfunction(var13) - var10) / var10) + myfunction(((var6 + var6) + var6) * var2)) - 0.416962) - -1.4169607),-1/var10 - (-var10 + var13)/var10**2,-119.72477132676501,20.0,3.4438076e-06,0.0022796993110374,var2*(var6 + var6 + var6) - 1*0.416962 - 1*(-1.4169607) + (-var10 + var13)/var10,PySRFunction(X=>var2*(var6 + var6 + var6) - 1*0.416962 - 1*(-1.4169607) + (-var10 + var13)/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction(myfunction(((var2 * 3.0030072) * var6) + (var13 / var10))),-var13/var10**2,-119.72477132676502,11.0,0.05912614,3.2038557982398177,var2*3.0030072*var6 + var13/var10,PySRFunction(X=>var2*3.0030072*var6 + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (((var6 + var6) + var6) * var2)),-var13/var10**2,-119.72477132676502,12.0,3.6113922e-06,9.70333505782219,var2*(var6 + var6 + var6) + var13/var10,PySRFunction(X=>var2*(var6 + var6 + var6) + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 + ((var6 + (var6 + var6)) * var2)) + (var13 / var10)) - var6),-var13/var10**2,-119.72477132676502,16.0,3.4753546e-06,0.0095992079984808,var2*(var6 + var6 + var6) - var6 + var6 + var13/var10,PySRFunction(X=>var2*(var6 + var6 + var6) - var6 + var6 + var13/var10),No_noise_rel_var,med
var10,myfunction(((((myfunction(var13) - var10) / var10) + myfunction(((var6 + var6) + var6) * var2)) - 0.416962) - -1.4169607),-1/var10 - (-var10 + var13)/var10**2,-119.72477132676501,20.0,3.4438076e-06,0.0022796993110374,var2*(var6 + var6 + var6) - 1*0.416962 - 1*(-1.4169607) + (-var10 + var13)/var10,PySRFunction(X=>var2*(var6 + var6 + var6) - 1*0.416962 - 1*(-1.4169607) + (-var10 + var13)/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var2 * 2.7810225) * (var6 * 1.0787399)) + (var13 / var10)),-var13/var10**2,-119.72477132676502,12.0,3.3500992e-06,0.037551695815624,var2*2.7810225*var6*1.0787399 + var13/var10,PySRFunction(X=>var2*2.7810225*var6*1.0787399 + var13/var10),No_noise_rel_var,med
var10,myfunction((((var2 * (var6 * 3.0)) - var10) + (var13 / var10)) + myfunction(var10)),-var13/var10**2,-119.72477132676502,15.0,3.2732014e-06,0.007740476650618,-var10 + var10 + var2*var6*3.0 + var13/var10,PySRFunction(X=>-var10 + var10 + var2*var6*3.0 + var13/var10),No_noise_rel_var,med
var10,myfunction(((var6 * (var2 + (var2 + var2))) + (var13 + (var13 / var10))) - var13),-var13/var10**2,-119.72477132676502,16.0,3.1715945e-06,0.0315340691128885,-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10,PySRFunction(X=>-var13 + var13 + var6*(var2 + var2 + var2) + var13/var10),No_noise_rel_var,med
var10,myfunction((var13 / var10) + (var2 * (var6 * 3.0))),-var13/var10**2,-119.72477132676502,10.0,3.6113922e-06,12.992945082790856,var2*var6*3.0 + var13/var10,PySRFunction(X=>var2*var6*3.0 + var13/var10),No_noise_rel_var,med
