chem,equation,parital derivative w/ respect to chem,integrated_derivative,complexity,loss,score,sympy_format,lambda_format,Dataset,Directory
var13,((((myfunction(var2) - -1.4524927) * 2.581347) * (0.97619164 * 0.8950292)) * var6) + var13,1,8.668032227179301,14.0,4.884542,0.1626639806842543,var13 + (var2 - 1*(-1.4524927))*2.581347*0.97619164*0.8950292*var6,PySRFunction(X=>var13 + (var2 - 1*(-1.4524927))*2.581347*0.97619164*0.8950292*var6),Noise=1.75,med
var13,(((0.8950292 * ((var2 - -1.4524927) * 2.581347)) * var6) + var13) - (var10 / 0.29184294),1,8.668032227179301,15.0,4.264134,0.1358364124412636,-var10/0.29184294 + var13 + 0.8950292*(var2 - 1*(-1.4524927))*2.581347*var6,PySRFunction(X=>-var10/0.29184294 + var13 + 0.8950292*(var2 - 1*(-1.4524927))*2.581347*var6),Noise=1.75,med
var13,myfunction(myfunction((var2 + (var13 / 0.49662426)) + ((var2 + var9) * (2.4645557 * var6))) / 0.96699),2.08233254185316,18.049725580487383,17.0,3.9946957,0.0326358530782842,(var13/0.49662426 + var2 + (var2 + var9)*2.4645557*var6)/0.96699,PySRFunction(X=>(var13/0.49662426 + var2 + (var2 + var9)*2.4645557*var6)/0.96699),Noise=1.75,med
var13,((((myfunction(var2 - -0.2075664) * 2.8293006) * 1.0648732) * var6) + myfunction(var13)) - (var10 / myfunction(0.3073508)),1,8.668032227179301,18.0,2.7480962,0.3740590250789912,-var10/0.3073508 + var13 + (var2 - 1*(-0.2075664))*2.8293006*1.0648732*var6,PySRFunction(X=>-var10/0.3073508 + var13 + (var2 - 1*(-0.2075664))*2.8293006*1.0648732*var6),Noise=1.75,med
var13,(myfunction((var2 + (var13 / var10)) + ((var2 + var2) * myfunction(1.5647358 * var6))) / 1.101585) + 1.2513981,0.907782876491601/var10,11.166191535603106,19.0,2.282866,0.1854767099002818,(var2 + (1.5647358*var6)*(var2 + var2) + var13/var10)/1.101585 + 1.2513981,PySRFunction(X=>(var2 + (1.5647358*var6)*(var2 + var2) + var13/var10)/1.101585 + 1.2513981),Noise=1.75,med
var13,myfunction(var13 + (var2 * (var6 / 0.32097957))),1,8.668032227179301,8.0,2.9861372,0.2611669003356832,var13 + var2*var6/0.32097957,PySRFunction(X=>var13 + var2*var6/0.32097957),Noise=1.75,med
var13,(var13 + (var2 * (var6 / 0.32097957))) + -0.9211016,1,8.668032227179301,9.0,2.8756049,0.0377175936992904,var13 + var2*var6/0.32097957 - 0.9211016,PySRFunction(X=>var13 + var2*var6/0.32097957 - 0.9211016),Noise=1.75,med
var13,myfunction(((var2 * (var6 + var6)) + var13) / 0.66190606),1.51078840402217,13.095562574512952,10.0,2.51014,0.1359245236376882,(var13 + var2*(var6 + var6))/0.66190606,PySRFunction(X=>(var13 + var2*(var6 + var6))/0.66190606),Noise=1.75,med
var13,((((var6 + var6) * var2) + var13) / 0.66193014) + var11,1.51073344386464,13.095086178096272,11.0,2.5030394,0.0028327750442353,var11 + (var13 + var2*(var6 + var6))/0.66193014,PySRFunction(X=>var11 + (var13 + var2*(var6 + var6))/0.66193014),Noise=1.75,med
var13,myfunction((var13 / var10) + (var2 * (var6 / (0.30860132 - -0.028087767)))),1/var10,12.300509102747341,12.0,2.1000981,0.1755216955124011,var2*var6/(0.30860132 - 1*(-0.028087767)) + var13/var10,PySRFunction(X=>var2*var6/(0.30860132 - 1*(-0.028087767)) + var13/var10),Noise=1.75,med
var13,myfunction(myfunction((var13 / var10) + (var2 * (var6 / (0.30649948 - -0.025860162))))),1/var10,12.300509102747341,13.0,1.9571952,0.0704716299773284,var2*var6/(0.30649948 - 1*(-0.025860162)) + var13/var10,PySRFunction(X=>var2*var6/(0.30649948 - 1*(-0.025860162)) + var13/var10),Noise=1.75,med
var13,myfunction(((var13 / var10) + ((var6 / (0.30860132 - -0.028087767)) * var2)) - -0.8716795),1/var10,12.300509102747341,14.0,1.9274787,0.0152996521360531,var2*var6/(0.30860132 - 1*(-0.028087767)) - 1*(-0.8716795) + var13/var10,PySRFunction(X=>var2*var6/(0.30860132 - 1*(-0.028087767)) - 1*(-0.8716795) + var13/var10),Noise=1.75,med
var13,myfunction(((var2 * (var6 * 6.327364)) + (var5 + ((var13 / var10) / 0.48945397))) / 2.1433277),0.953234095283932/var10,11.725264666089132,16.0,1.9145637,0.0033615060170261,(var2*var6*6.327364 + var5 + var13/(0.48945397*var10))/2.1433277,PySRFunction(X=>(var2*var6*6.327364 + var5 + var13/(0.48945397*var10))/2.1433277),Noise=1.75,med
var13,(((var2 * (6.327364 * var6)) + (var2 + ((var13 / var10) / 0.48945397))) / 2.1433277) + -0.344297,0.953234095283932/var10,11.725264666089132,17.0,1.9083014,0.0032762367688486,(var2*6.327364*var6 + var2 + var13/(0.48945397*var10))/2.1433277 - 0.344297,PySRFunction(X=>(var2*6.327364*var6 + var2 + var13/(0.48945397*var10))/2.1433277 - 0.344297),Noise=1.75,med
var13,myfunction(((var2 + (var13 / var10)) + ((1.5893306 * var6) * (var2 + var2))) / 1.096577) - var10,0.911928665292086/var10,11.217186848481537,18.0,1.9056734,0.0013780900785763,-var10 + (var2 + 1.5893306*var6*(var2 + var2) + var13/var10)/1.096577,PySRFunction(X=>-var10 + (var2 + 1.5893306*var6*(var2 + var2) + var13/var10)/1.096577),Noise=1.75,med
var13,myfunction(((var5 + (((var13 / 1.8271406) / var10) / 0.17498164)) + ((var2 + var2) * (var6 * 4.7827625))) / 3.2227118),0.970541432487121/var10,11.938153724901277,20.0,1.8963975,0.0024397015857392,(var5 + (var2 + var2)*var6*4.7827625 + var13/(0.17498164*1.8271406*var10))/3.2227118,PySRFunction(X=>(var5 + (var2 + var2)*var6*4.7827625 + var13/(0.17498164*1.8271406*var10))/3.2227118),Noise=1.75,med
var13,var13 - -54.627827,1,8.668032227179301,3.0,25.57151,0.0329998127197015,var13 - 1*(-54.627827),PySRFunction(X=>var13 - 1*(-54.627827)),Noise=1.75,med
