chem,var_importance,tot_instances,uniq_instances
<<<<<<< HEAD
var2,14611.808012998446,5052,132
var6,4207.889160199749,5542,142
var13,164.55735825364053,4030,109
=======
var2,14644.282965149041,5062,134
var6,4231.838364254779,6021,147
var13,165.55735825364053,4238,110
>>>>>>> dc43e259b8bec7d5a480553cd54821c0bf72e68b
var10,-11032.171119165212,2568,73
