complexity,loss,score,equation,sympy_format,lambda_format
1,56.455273,0.0,chem1,chem1,PySRFunction(X=>chem1)
2,26.755064,0.7467249324939965,sqrt(3120.153),55.8583297279824,PySRFunction(X=>55.8583297279824)
3,15.019824,0.5773528352790391,chem6 * 11.492507,chem6*11.492507,PySRFunction(X=>chem6*11.492507)
5,3.4160821,0.7404383094811288,chem2 * (3.14543 * chem6),chem2*3.14543*chem6,PySRFunction(X=>chem2*3.14543*chem6)
7,2.1534324,0.23071563766762956,chem13 + (chem2 * (chem6 * 3.0592806)),chem13 + chem2*chem6*3.0592806,PySRFunction(X=>chem13 + chem2*chem6*3.0592806)
8,2.1534321,1.3931248592565966e-07,chem13 + (chem2 * (log(21.313229) * chem6)),chem13 + 3.05932795973734*chem2*chem6,PySRFunction(X=>chem13 + 3.05932795973734*chem2*chem6)
9,0.6431762,1.2083994592371645,(3.003748 * (chem2 * chem6)) + (chem13 / chem10),3.003748*chem2*chem6 + chem13/chem10,PySRFunction(X=>3.003748*chem2*chem6 + chem13/chem10)
10,0.64317566,8.395836578844713e-07,(chem2 * (log(20.16155) * chem6)) + (chem13 / chem10),3.00377732516831*chem2*chem6 + chem13/chem10,PySRFunction(X=>3.00377732516831*chem2*chem6 + chem13/chem10)
11,0.6237684,0.03063872948029005,(3.0371208 * ((chem2 - 0.042488653) * chem6)) + (chem13 / chem10),3.0371208*chem6*(chem2 - 1*0.042488653) + chem13/chem10,PySRFunction(X=>3.0371208*chem6*(chem2 - 1*0.042488653) + chem13/chem10)
13,0.61465293,0.007360689293057034,((chem13 / chem10) + ((chem6 * chem2) * 3.0163326)) - (chem10 / chem5),-chem10/chem5 + chem6*chem2*3.0163326 + chem13/chem10,PySRFunction(X=>-chem10/chem5 + chem6*chem2*3.0163326 + chem13/chem10)
15,0.5963466,0.015117862691988353,((2.991711 * (chem6 * chem2)) + (chem13 / chem10)) - (-1.3648853 / (chem14 * chem15)),2.991711*chem2*chem6 - (-1)*1.3648853/(chem14*chem15) + chem13/chem10,PySRFunction(X=>2.991711*chem2*chem6 - (-1)*1.3648853/(chem14*chem15) + chem13/chem10)
16,0.5926044,0.00629498163945765,((2.991711 * (chem6 * chem2)) + (chem13 / chem10)) + ((log(chem2) / chem15) / chem14),2.991711*chem2*chem6 + log(chem2)/(chem14*chem15) + chem13/chem10,PySRFunction(X=>2.991711*chem2*chem6 + log(chem2)/(chem14*chem15) + chem13/chem10)
17,0.58679366,0.009853818171274818,((2.9938366 * (chem6 * chem2)) + (chem13 / chem10)) + (((1.632028 / chem15) / chem14) / chem14),2.9938366*chem2*chem6 + 1.632028/(chem14*chem14*chem15) + chem13/chem10,PySRFunction(X=>2.9938366*chem2*chem6 + 1.632028/(chem14*chem14*chem15) + chem13/chem10)
18,0.5835639,0.0055192845490341655,((2.9938366 * (chem6 * chem2)) + (chem13 / chem10)) + (((log(chem7) / chem15) / chem14) / chem14),2.9938366*chem2*chem6 + log(chem7)/(chem14**2*chem15) + chem13/chem10,PySRFunction(X=>2.9938366*chem2*chem6 + log(chem7)/(chem14**2*chem15) + chem13/chem10)
20,0.5813025,0.0019413409477036948,((2.9938366 * (chem6 * chem2)) + (chem13 / chem10)) + ((((log(chem7) / chem15) / chem14) / chem14) / chem14),2.9938366*chem2*chem6 + log(chem7)/(chem14**3*chem15) + chem13/chem10,PySRFunction(X=>2.9938366*chem2*chem6 + log(chem7)/(chem14**3*chem15) + chem13/chem10)
