Equation
"mul(add(var2, var7), mul(add(var2, var7), var6))"
"mul(add(var2, var7), mul(add(var2, var7), var6))"
"mul(add(var2, var7), mul(add(var2, var7), var6))"
"mul(add(var2, var7), mul(add(var2, var7), var6))"
"mul(add(var2, var7), mul(add(var2, var7), var6))"
"mul(add(var2, var7), mul(add(var2, var7), var6))"
"mul(add(var2, var7), mul(add(var2, var7), var6))"
"mul(add(var2, var7), mul(add(var2, var7), var6))"
"mul(add(var2, var7), mul(add(var2, var7), var6))"
"mul(add(var2, var7), mul(add(var2, var7), var6))"
