complexity,loss,score,equation,sympy_format,lambda_format
1,68.82457,0.0,chem3,chem3,PySRFunction(X=>chem3)
2,21.419897,1.1672405468614657,myfunction(74.226234),74.2262340000000,PySRFunction(X=>74.2262340000000)
3,19.572788,0.09018002220333643,chem3 + 65.98201,chem3 + 65.98201,PySRFunction(X=>chem3 + 65.98201)
5,17.788225,0.04780175633465575,(chem3 + chem3) - -57.738308,chem3 + chem3 - 1*(-57.738308),PySRFunction(X=>chem3 + chem3 - 1*(-57.738308))
7,16.087032,0.0502616199776426,((chem3 + chem3) + chem3) - -49.499897,chem3 + chem3 + chem3 - 1*(-49.499897),PySRFunction(X=>chem3 + chem3 + chem3 - 1*(-49.499897))
9,14.498586,0.051981177079985744,((chem3 + chem3) + chem3) - (-41.25203 - chem3),chem3 + chem3 + chem3 - (-chem3 - 41.25203),PySRFunction(X=>chem3 + chem3 + chem3 - (-chem3 - 41.25203))
11,13.064077,0.05209243885961389,chem3 + (((chem3 + 33.008457) + chem3) + (chem3 + chem3)),chem3 + chem3 + chem3 + chem3 + chem3 + 33.008457,PySRFunction(X=>chem3 + chem3 + chem3 + chem3 + chem3 + 33.008457)
13,11.839595,0.04920841346053454,(((chem3 + chem3) - -24.76528) + ((chem3 + chem3) + chem3)) + chem3,chem3 + chem3 + chem3 + chem3 + chem3 + chem3 - 1*(-24.76528),PySRFunction(X=>chem3 + chem3 + chem3 + chem3 + chem3 + chem3 - 1*(-24.76528))
15,10.8120985,0.04539184208458068,chem3 + ((chem3 + ((chem3 + (chem3 + chem5)) - -16.557384)) + (chem3 + chem3)),chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem5 - 1*(-16.557384),PySRFunction(X=>chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem5 - 1*(-16.557384))
17,8.712637,0.10794561906192332,(((chem3 + chem3) + (((chem3 + (chem5 + chem3)) + chem3) + chem5)) + chem3) + chem3,chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem5 + chem5,PySRFunction(X=>chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem5 + chem5)
19,8.482973,0.013356761256228753,((((chem3 + chem3) + (((chem3 + (chem5 + chem3)) + chem3) + chem5)) + chem3) + chem3) - chem14,-chem14 + chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem5 + chem5,PySRFunction(X=>-chem14 + chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem3 + chem5 + chem5)
