Iteration,RMSE,Complexity,Equation
9,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
9,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
9,2.8948518448491734,9,PySRFunction(X=>1.6797875*(-PC_1 + PC_2) + 83.5887)
9,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
9,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
9,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
9,2.83577243151647,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.56002456 + 83.06752)
9,2.8325281899420274,17,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356 - 1.661203/PC_2)
9,2.8279394282006396,18,PySRFunction(X=>(-1*9.038472 + 0.35071146/PC_2)*(-8.671304) + (-PC_1 + PC_2)*1.6373428 + 2.2558367)
9,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
10,4.457795211202277,1,PySRFunction(X=>0.310506220000000)
10,4.457760969568668,2,PySRFunction(X=>PC_2)
10,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
10,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
10,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
10,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
10,2.8948518448491734,9,PySRFunction(X=>1.6797875*(-PC_1 + PC_2) + 83.5887)
10,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
10,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
10,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
10,2.83577243151647,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.56002456 + 83.06752)
10,2.8325281899420274,17,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356 - 1.661203/PC_2)
10,2.8279394282006396,18,PySRFunction(X=>(-1*9.038472 + 0.35071146/PC_2)*(-8.671304) + (-PC_1 + PC_2)*1.6373428 + 2.2558367)
10,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
11,4.457795211202277,1,PySRFunction(X=>0.310506220000000)
11,4.457760969568668,2,PySRFunction(X=>PC_2)
11,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
11,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
11,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
11,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
11,2.8948518448491734,9,PySRFunction(X=>1.6797875*(-PC_1 + PC_2) + 83.5887)
11,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
11,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
11,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
11,2.83577243151647,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.56002456 + 83.06752)
11,2.8325281899420274,17,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356 - 1.661203/PC_2)
11,2.8279394282006396,18,PySRFunction(X=>(-1*9.038472 + 0.35071146/PC_2)*(-8.671304) + (-PC_1 + PC_2)*1.6373428 + 2.2558367)
11,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
11,2.825610053335418,20,PySRFunction(X=>-8.718017*(-1*9.087872 + 0.37026215/PC_2) + 1.491981*(-PC_1 + PC_2*1.2234898) + 1.224279)
12,4.457795211202277,1,PySRFunction(X=>0.310506220000000)
12,4.457760969568668,2,PySRFunction(X=>PC_2)
12,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
12,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
12,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
12,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
12,2.8948518448491734,9,PySRFunction(X=>1.6797875*(-PC_1 + PC_2) + 83.5887)
12,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
12,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
12,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
12,2.835460408518266,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.5599549 + 83.28761)
12,2.8325281899420274,17,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356 - 1.661203/PC_2)
12,2.8279394282006396,18,PySRFunction(X=>(-1*9.038472 + 0.35071146/PC_2)*(-8.671304) + (-PC_1 + PC_2)*1.6373428 + 2.2558367)
12,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
12,2.825610053335418,20,PySRFunction(X=>-8.718017*(-1*9.087872 + 0.37026215/PC_2) + 1.491981*(-PC_1 + PC_2*1.2234898) + 1.224279)
13,4.4577399954070005,1,PySRFunction(X=>0.315443750000000)
13,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
13,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
13,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
13,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
13,2.8948518448491734,9,PySRFunction(X=>1.6797875*(-PC_1 + PC_2) + 83.5887)
13,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
13,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
13,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
13,2.835460408518266,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.5599549 + 83.28761)
13,2.8325281899420274,17,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356 - 1.661203/PC_2)
13,2.8279394282006396,18,PySRFunction(X=>(-1*9.038472 + 0.35071146/PC_2)*(-8.671304) + (-PC_1 + PC_2)*1.6373428 + 2.2558367)
13,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
13,2.825610053335418,20,PySRFunction(X=>-8.718017*(-1*9.087872 + 0.37026215/PC_2) + 1.491981*(-PC_1 + PC_2*1.2234898) + 1.224279)
14,4.4577399954070005,1,PySRFunction(X=>0.315443750000000)
14,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
14,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
14,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
14,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
14,2.8929386034276217,9,PySRFunction(X=>(-PC_1 + PC_2)/0.5426084 - 1*(-83.590675))
14,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
14,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
14,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
14,2.835460408518266,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.5599549 + 83.28761)
14,2.8325281899420274,17,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356 - 1.661203/PC_2)
14,2.8279394282006396,18,PySRFunction(X=>(-1*9.038472 + 0.35071146/PC_2)*(-8.671304) + (-PC_1 + PC_2)*1.6373428 + 2.2558367)
14,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
14,2.825610053335418,20,PySRFunction(X=>-8.718017*(-1*9.087872 + 0.37026215/PC_2) + 1.491981*(-PC_1 + PC_2*1.2234898) + 1.224279)
15,4.4577399954070005,1,PySRFunction(X=>0.315443750000000)
15,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
15,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
15,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
15,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
15,2.8929386034276217,9,PySRFunction(X=>(-PC_1 + PC_2)/0.5426084 - 1*(-83.590675))
15,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
15,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
15,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
15,2.835460408518266,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.5599549 + 83.28761)
15,2.8325281899420274,17,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356 - 1.661203/PC_2)
15,2.8279394282006396,18,PySRFunction(X=>(-1*9.038472 + 0.35071146/PC_2)*(-8.671304) + (-PC_1 + PC_2)*1.6373428 + 2.2558367)
15,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
