Equation
"sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(add(Na, Na), mul(Na, 0.061)))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061)))), div(add(Na, Na), mul(mul(0.095, -0.754), add(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol))))"
"sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(add(Na, Na), mul(Na, 0.061)))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061)))), div(add(Si, add(Na, Isoeugenol)), mul(mul(0.095, -0.754), add(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol))))"
"sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(add(Na, Na), mul(Na, 0.061)))), div(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061)))), div(add(Si, add(Na, Isoeugenol)), mul(mul(0.095, -0.754), add(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol))))"
"sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(add(Na, Na), add(Si, add(Na, Isoeugenol))))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061)))), div(add(Si, add(Na, Isoeugenol)), mul(mul(0.095, -0.754), add(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol))))"
"sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(mul(Na, 0.061), mul(Na, 0.061)))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061)))), div(add(Si, add(Na, Isoeugenol)), mul(mul(0.095, -0.754), add(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol))))"
"add(Na, Isoeugenol)"
"sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(add(Na, Na), mul(Na, 0.061)))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061)))), div(add(Si, add(Na, Isoeugenol)), mul(mul(0.095, -0.754), add(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol)))), mul(Na, 0.061)))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061)))), div(add(Si, add(Na, Isoeugenol)), mul(mul(0.095, -0.754), add(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol))))"
"sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(add(Na, Na), mul(Na, 0.061)))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(div(add(Na, Na), mul(Na, 0.061)), 0.061)))), div(add(Si, add(Na, Isoeugenol)), mul(mul(0.095, -0.754), add(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol))))"
"sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(add(Na, Na), mul(Na, 0.061)))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061)))), div(add(Si, add(Na, Isoeugenol)), mul(mul(0.095, -0.754), mul(Na, 0.061))))"
"sub(div(add(Na, Na), div(add(Na, div(Isoeugenol, sub(div(add(Na, div(Isoeugenol, sub(div(add(Na, Na), div(Na, div(add(Na, Na), mul(Na, 0.061)))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061))), div(add(Na, Na), div(Isoeugenol, Na))))), div(add(Na, Na), mul(Na, 0.061)))), div(add(Si, add(Na, Isoeugenol)), mul(mul(0.095, -0.754), add(add(add(add(add(Na, Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol), Isoeugenol))))"
