Key,Train RMSE,Test RMSE,Time Taken
Full,16.4852942898344,18.638833755236668,343.1534149646759
PCA,16.022789060469908,17.618440277885643,414.0444886684418
Lasso,16.984902231245073,16.138214527226893,340.6209533214569
