Equation
"sub(add(sub(add(add(add(sub(add(add(chem3, chem5), sub(add(chem12, chem3), add(chem12, -0.888))), sub(chem8, chem3)), sub(sub(chem9, chem8), sub(chem4, chem6))), sub(chem6, chem15)), sub(sub(chem2, chem9), add(chem1, chem11))), sub(add(add(chem11, chem9), sub(chem4, chem1)), add(add(chem12, chem9), add(chem5, chem11)))), add(add(add(sub(chem5, chem8), sub(chem6, chem15)), sub(add(chem12, chem3), add(chem12, -0.888))), add(add(sub(chem4, chem14), add(chem13, chem3)), sub(add(chem3, chem5), sub(chem12, chem5))))), sub(add(chem11, chem7), sub(sub(sub(add(chem3, chem9), add(chem9, chem10)), sub(sub(chem4, chem14), sub(chem3, chem13))), sub(add(add(chem4, chem11), sub(chem4, chem10)), sub(sub(chem13, sub(chem10, chem3)), sub(chem11, chem6))))))"
"sub(add(sub(add(add(chem3, chem5), sub(add(chem12, chem3), add(chem12, -0.888))), sub(add(chem6, chem7), add(chem3, chem5))), sub(sub(chem9, chem8), sub(chem4, chem6))), sub(sub(sub(sub(add(sub(add(chem13, chem12), add(chem5, chem10)), sub(sub(chem12, chem11), add(chem4, chem11))), chem12), sub(chem2, chem9)), add(add(add(chem3, chem5), sub(chem7, chem1)), add(-0.048, chem6))), add(add(sub(chem14, chem13), add(chem3, chem5)), sub(add(chem11, chem3), add(chem11, chem14)))))"
"sub(add(add(add(sub(chem3, chem13), add(chem13, chem3)), add(add(chem3, chem5), sub(chem7, chem1))), sub(sub(add(chem14, chem3), add(chem15, chem7)), sub(add(chem11, chem7), add(chem8, chem2)))), sub(sub(sub(sub(chem9, chem2), sub(chem5, chem11)), sub(chem12, add(chem14, chem3))), sub(add(add(chem9, chem5), sub(add(add(sub(sub(add(chem14, chem3), add(chem15, chem7)), chem2), add(chem5, chem15)), sub(add(chem5, chem7), chem5)), chem10)), sub(sub(chem14, chem9), add(chem14, chem3)))))"
"sub(add(sub(sub(add(0.893, chem7), sub(chem10, chem3)), sub(add(chem9, chem11), add(chem3, add(add(add(sub(chem5, chem8), sub(chem6, chem15)), sub(add(chem12, chem3), chem3)), add(add(sub(chem14, chem2), add(chem1, chem6)), sub(add(chem3, chem5), sub(chem12, chem5))))))), add(add(sub(add(chem3, chem5), sub(chem12, chem5)), sub(add(add(chem9, chem5), add(sub(chem5, chem8), sub(chem6, chem15))), add(sub(chem7, chem9), sub(-0.544, chem11)))), sub(sub(add(chem3, chem9), add(chem9, chem10)), chem14))), sub(sub(add(sub(chem2, chem3), add(chem2, chem13)), sub(chem3, chem11)), add(add(add(chem10, chem9), add(chem9, chem6)), add(sub(chem4, add(chem9, chem9)), sub(-0.961, chem7)))))"
"sub(add(add(add(sub(chem4, chem14), add(chem13, chem3)), add(add(chem3, chem5), sub(chem7, chem1))), sub(sub(add(chem14, chem3), add(chem15, chem7)), sub(add(chem11, chem7), add(chem10, chem2)))), sub(chem3, chem11))"
"sub(add(sub(add(add(chem3, chem5), sub(add(chem12, chem3), add(chem12, -0.888))), sub(add(chem6, chem7), add(chem3, chem5))), sub(sub(chem9, chem8), sub(chem4, chem6))), sub(sub(sub(sub(sub(chem9, chem2), sub(chem5, chem11)), sub(chem2, chem9)), add(add(add(chem3, chem5), sub(chem7, chem1)), add(-0.048, chem6))), add(add(sub(chem11, chem11), add(chem3, chem5)), sub(add(chem11, chem3), add(chem11, chem14)))))"
"sub(add(chem3, add(add(add(sub(chem5, chem8), sub(chem6, sub(chem14, chem9))), sub(add(add(chem9, chem5), sub(add(add(sub(sub(add(chem14, chem3), add(chem15, chem7)), chem2), add(chem5, chem15)), sub(add(chem5, chem7), sub(chem5, sub(sub(chem2, chem4), add(chem12, chem14))))), chem10)), add(chem12, -0.888))), add(add(sub(chem14, chem2), add(chem1, chem6)), sub(add(chem3, chem5), sub(chem12, chem5))))), sub(sub(add(add(sub(chem5, chem8), add(chem12, chem1)), sub(sub(chem8, chem3), add(chem8, chem12))), sub(chem3, chem11)), sub(sub(sub(add(chem3, chem9), add(chem9, chem10)), sub(sub(chem4, chem14), sub(chem3, chem13))), sub(chem14, sub(add(chem3, chem9), add(chem9, chem10))))))"
"sub(add(sub(add(add(chem3, chem5), sub(add(chem12, chem3), add(chem12, -0.888))), sub(add(chem6, chem7), add(chem3, chem5))), sub(sub(chem9, chem8), sub(sub(sub(sub(add(sub(add(chem13, chem12), add(chem5, chem10)), sub(sub(chem12, chem11), add(chem4, chem11))), chem12), sub(chem2, chem9)), add(add(add(chem3, chem5), sub(chem7, chem1)), add(-0.048, chem6))), add(add(sub(chem14, chem13), add(chem3, chem5)), sub(add(chem11, chem3), add(chem11, chem14)))))), sub(sub(sub(sub(add(sub(add(chem13, chem12), add(chem5, chem10)), sub(sub(chem12, chem11), add(chem4, chem11))), chem12), sub(chem2, chem9)), add(add(chem12, chem14), add(-0.048, chem6))), add(add(add(add(sub(sub(add(chem14, chem3), add(chem15, chem7)), chem2), add(chem5, chem15)), sub(add(chem5, chem7), sub(chem5, sub(sub(chem2, chem4), add(chem12, chem14))))), add(chem3, chem5)), sub(add(chem11, chem3), add(chem11, chem14)))))"
"sub(add(sub(add(add(chem3, chem5), sub(add(chem12, chem3), add(chem12, -0.888))), sub(add(chem8, chem3), add(chem9, chem7))), sub(sub(chem9, chem8), sub(chem4, chem6))), sub(sub(sub(sub(add(sub(add(chem13, chem12), add(chem5, chem10)), sub(sub(chem12, chem11), add(chem1, chem3))), chem12), sub(chem2, chem9)), add(add(chem12, chem14), sub(sub(chem3, chem11), add(chem7, chem2)))), add(add(sub(sub(chem3, chem13), chem11), add(chem3, chem5)), sub(add(chem11, chem3), add(chem11, chem14)))))"
"sub(add(add(add(chem2, add(chem13, chem3)), add(add(chem3, chem5), sub(chem7, chem1))), sub(sub(add(chem14, chem3), add(chem15, chem7)), sub(add(chem11, chem7), sub(add(add(chem6, chem3), sub(chem7, chem13)), add(-0.587, chem4))))), sub(sub(sub(sub(chem9, chem2), sub(chem5, chem11)), sub(chem3, chem13)), sub(add(add(chem9, chem5), sub(chem14, chem10)), sub(sub(chem14, chem9), add(chem14, chem3)))))"
