complexity,loss,score,equation,sympy_format,lambda_format
3,76.791275,0.0,5.103099 + 5.103099,5.103099 + 5.103099,PySRFunction(X=>5.103099 + 5.103099)
4,22.005743,1.2497875621826302,PC_3 + 83.71155,PC_3 + 83.71155,PySRFunction(X=>PC_3 + 83.71155)
6,19.967175,0.048606894759355465,(-0.40600634 - PC_1) - -83.58917,-PC_1 - 0.40600634 - 1*(-83.58917),PySRFunction(X=>-PC_1 - 0.40600634 - 1*(-83.58917))
8,18.67266,0.03351462663225209,(41.8921 - -41.697144) - (2.2360647 * PC_1),-2.2360647*PC_1 - 1*(-41.697144) + 41.8921,PySRFunction(X=>-2.2360647*PC_1 - 1*(-41.697144) + 41.8921)
11,18.449024,0.004016317534970336,(PC_1 / -0.43462637) - ((-83.58917 - 1.4077148) - PC_4),PC_1/(-0.43462637) - (-PC_4 - 83.58917 - 1*1.4077148),PySRFunction(X=>PC_1/(-0.43462637) - (-PC_4 - 83.58917 - 1*1.4077148))
12,17.983326,0.025566474107334133,(((PC_3 - PC_1) - PC_1) - -83.58917) - 0.7096499,-PC_1 - PC_1 + PC_3 - 1*0.7096499 - 1*(-83.58917),PySRFunction(X=>-PC_1 - PC_1 + PC_3 - 1*0.7096499 - 1*(-83.58917))
13,17.928823,0.003035353960375357,(PC_3 + ((-0.32429114 - PC_1) * (52.818897 / 23.766562))) + 83.71155,PC_3 + (-PC_1 - 0.32429114)*52.818897/23.766562 + 83.71155,PySRFunction(X=>PC_3 + (-PC_1 - 0.32429114)*52.818897/23.766562 + 83.71155)
14,17.798365,0.007303042143965126,(PC_3 + ((PC_4 - PC_1) * (52.818897 / 23.766562))) + 83.71155,PC_3 + (-PC_1 + PC_4)*52.818897/23.766562 + 83.71155,PySRFunction(X=>PC_3 + (-PC_1 + PC_4)*52.818897/23.766562 + 83.71155)
15,17.337622,0.026227776760425137,((((43.47021 + PC_3) + PC_2) - -40.120975) - PC_1) - PC_1,-PC_1 - PC_1 + PC_2 + PC_3 - 1*(-40.120975) + 43.47021,PySRFunction(X=>-PC_1 - PC_1 + PC_2 + PC_3 - 1*(-40.120975) + 43.47021)
16,17.034458,0.0176405886271025,((PC_2 + (PC_3 - PC_1)) - PC_1) - (-83.58917 - PC_4),-PC_1 - PC_1 + PC_2 + PC_3 - (-PC_4 - 83.58917),PySRFunction(X=>-PC_1 - PC_1 + PC_2 + PC_3 - (-PC_4 - 83.58917))
18,16.967491,0.0019695072946375723,(((PC_2 + (PC_3 - PC_1)) / 0.91277957) - PC_1) - (-83.58917 - PC_4),-PC_1 - (-PC_4 - 83.58917) + (-PC_1 + PC_2 + PC_3)/0.91277957,PySRFunction(X=>-PC_1 - (-PC_4 - 83.58917) + (-PC_1 + PC_2 + PC_3)/0.91277957)
20,16.919283,0.0014226208880762218,(((PC_2 - PC_1) + ((43.47021 + (PC_3 * 1.6723907)) + PC_4)) - -40.120975) - PC_1,-PC_1 - PC_1 + PC_2 + PC_3*1.6723907 + PC_4 - 1*(-40.120975) + 43.47021,PySRFunction(X=>-PC_1 - PC_1 + PC_2 + PC_3*1.6723907 + PC_4 - 1*(-40.120975) + 43.47021)
