complexity,loss,score,equation,sympy_format,lambda_format
1,20.455145,0.0,-1.2125946,-1.21259460000000,PySRFunction(X=>-1.21259460000000)
2,13.806246,0.3931133416252072,Cxcl_10_29431,Cxcl_10_29431,PySRFunction(X=>Cxcl_10_29431)
3,4.667609,1.0844741493286438,10.695196 + 8.007684,8.007684 + 10.695196,PySRFunction(X=>8.007684 + 10.695196)
5,4.4517365,0.02367635217718096,Esm_1_60954 + Ccl_6_74906,Ccl_6_74906 + Esm_1_60954,PySRFunction(X=>Ccl_6_74906 + Esm_1_60954)
6,4.3042173,0.03369893527615872,(2.9367092 * Wnt_7_a_61150) - 0.67725146,2.9367092*Wnt_7_a_61150 - 1*0.67725146,PySRFunction(X=>2.9367092*Wnt_7_a_61150 - 1*0.67725146)
8,4.0318093,0.03269003823983215,(Atp_6_v_0_d_2_76694 + Cxcl_10_29431) + Tcap_75536,Atp_6_v_0_d_2_76694 + Cxcl_10_29431 + Tcap_75536,PySRFunction(X=>Atp_6_v_0_d_2_76694 + Cxcl_10_29431 + Tcap_75536)
9,3.9627635,0.017273597608372836,1.8225987 + ((Ccl_7_30624 / 0.55172366) + Socs_3_31487),Ccl_7_30624/0.55172366 + Socs_3_31487 + 1.8225987,PySRFunction(X=>Ccl_7_30624/0.55172366 + Socs_3_31487 + 1.8225987)
10,3.6649737,0.07812047609140853,(Tspan_4_30708 + (Fpr_1_30738 - Cnot_10_70213)) + 11.0623255,-Cnot_10_70213 + Fpr_1_30738 + Tspan_4_30708 + 11.0623255,PySRFunction(X=>-Cnot_10_70213 + Fpr_1_30738 + Tspan_4_30708 + 11.0623255)
12,3.5970922,0.009347681233648266,((Fpr_1_72651 + Mt_2_76492) + (3.601762 - Cnot_10_70213)) - -2.7503226,-Cnot_10_70213 + Fpr_1_72651 + Mt_2_76492 - 1*(-2.7503226) + 3.601762,PySRFunction(X=>-Cnot_10_70213 + Fpr_1_72651 + Mt_2_76492 - 1*(-2.7503226) + 3.601762)
14,3.471493,0.01777051803337095,(((Fpr_1_72651 + Mt_2_76492) + (0.5889668 - Cnot_10_70213)) / 0.6925688) - 0.26225507,(-Cnot_10_70213 + Fpr_1_72651 + Mt_2_76492 + 0.5889668)/0.6925688 - 1*0.26225507,PySRFunction(X=>(-Cnot_10_70213 + Fpr_1_72651 + Mt_2_76492 + 0.5889668)/0.6925688 - 1*0.26225507)
15,3.4561167,0.004439143056927064,(Egr_1_58083 + (((Lsamp_31051 - -3.6834514) + Fpr_1_30738) - Cnot_10_70213)) - -3.1896195,-Cnot_10_70213 + Egr_1_58083 + Fpr_1_30738 + Lsamp_31051 - 1*(-3.1896195) - 1*(-3.6834514),PySRFunction(X=>-Cnot_10_70213 + Egr_1_58083 + Fpr_1_30738 + Lsamp_31051 - 1*(-3.1896195) - 1*(-3.6834514))
16,3.3834453,0.021251107864651043,(Atp_6_v_0_d_2_76694 + ((Ppfibp_1_75630 + (Myc_30907 - Paxbp_1_76157)) + Myc_30907)) * 1.0279074,(Atp_6_v_0_d_2_76694 + Myc_30907 + Myc_30907 - Paxbp_1_76157 + Ppfibp_1_75630)*1.0279074,PySRFunction(X=>(Atp_6_v_0_d_2_76694 + Myc_30907 + Myc_30907 - Paxbp_1_76157 + Ppfibp_1_75630)*1.0279074)
18,3.06569,0.04931092173356046,Siglecf_71530 + ((Cdkn_2_a_67661 + ((Tgm_1_60333 + (0.36000282 - Cnot_10_70213)) / 0.59743273)) + Egr_1_30209),Cdkn_2_a_67661 + Egr_1_30209 + Siglecf_71530 + (-Cnot_10_70213 + Tgm_1_60333 + 0.36000282)/0.59743273,PySRFunction(X=>Cdkn_2_a_67661 + Egr_1_30209 + Siglecf_71530 + (-Cnot_10_70213 + Tgm_1_60333 + 0.36000282)/0.59743273)
20,3.0620363,0.0005962571195438363,(Egr_1_30209 + (Cdkn_2_a_67661 + ((((0.36000282 + 0.08944826) - Cnot_10_70213) + Tgm_1_60333) / 0.59743273))) + Siglecf_71530,Cdkn_2_a_67661 + Egr_1_30209 + Siglecf_71530 + (-Cnot_10_70213 + Tgm_1_60333 + 0.08944826 + 0.36000282)/0.59743273,PySRFunction(X=>Cdkn_2_a_67661 + Egr_1_30209 + Siglecf_71530 + (-Cnot_10_70213 + Tgm_1_60333 + 0.08944826 + 0.36000282)/0.59743273)
