complexity,loss,score,equation,sympy_format,lambda_format
1,18.659744,0.0,0.6363561,0.636356100000000,PySRFunction(X=>0.636356100000000)
2,12.348762,0.4128126610053158,Hspa_1_b_32188,Hspa_1_b_32188,PySRFunction(X=>Hspa_1_b_32188)
3,4.667609,0.972908866000602,10.695196 + 8.007684,8.007684 + 10.695196,PySRFunction(X=>8.007684 + 10.695196)
4,4.3659263,0.06681657158823343,Tgm_1_60333 + 14.540532,Tgm_1_60333 + 14.540532,PySRFunction(X=>Tgm_1_60333 + 14.540532)
6,4.1731997,0.02257366091056013,(8.487354 - Asb_14_29409) + 14.358945,-Asb_14_29409 + 8.487354 + 14.358945,PySRFunction(X=>-Asb_14_29409 + 8.487354 + 14.358945)
7,4.144159,0.006983182777403884,(Tspan_4_30708 + Gm_13889_55024) * 1.6309255,(Gm_13889_55024 + Tspan_4_30708)*1.6309255,PySRFunction(X=>(Gm_13889_55024 + Tspan_4_30708)*1.6309255)
8,3.8537855,0.0726439609645136,((9.976715 - Asb_14_29409) * 2.551104) - -3.820299,(9.976715 - Asb_14_29409)*2.551104 - 1*(-3.820299),PySRFunction(X=>(9.976715 - Asb_14_29409)*2.551104 - 1*(-3.820299))
9,3.8472524,0.0016966807986363356,0.34404486 + ((Myc_30907 + Tnip_1_29881) / 0.44376966),(Myc_30907 + Tnip_1_29881)/0.44376966 + 0.34404486,PySRFunction(X=>(Myc_30907 + Tnip_1_29881)/0.44376966 + 0.34404486)
10,3.6649737,0.04853807186005884,(Tspan_4_30708 + (Fpr_1_30738 - Cnot_10_70213)) + 11.0623255,-Cnot_10_70213 + Fpr_1_30738 + Tspan_4_30708 + 11.0623255,PySRFunction(X=>-Cnot_10_70213 + Fpr_1_30738 + Tspan_4_30708 + 11.0623255)
11,3.1742573,0.14374747560281423,(((6.9824877 - Asb_14_29409) + Myc_30907) / 0.37290844) + 0.8409996,(-Asb_14_29409 + Myc_30907 + 6.9824877)/0.37290844 + 0.8409996,PySRFunction(X=>(-Asb_14_29409 + Myc_30907 + 6.9824877)/0.37290844 + 0.8409996)
15,3.1724906,0.0001391815204784855,(((Myc_30907 + ((6.480961 - Asb_14_29409) + 0.61714303)) / 0.3866502) + 1.7616637) - 0.59757286,(-Asb_14_29409 + Myc_30907 + 0.61714303 + 6.480961)/0.3866502 - 1*0.59757286 + 1.7616637,PySRFunction(X=>(-Asb_14_29409 + Myc_30907 + 0.61714303 + 6.480961)/0.3866502 - 1*0.59757286 + 1.7616637)
16,2.8808222,0.0964412181234931,(((Tnip_1_29881 + ((-4.0530925 + Asb_14_29409) * -1.134652)) + Myc_30907) / 0.4577341) + 1.2135152,(Myc_30907 + Tnip_1_29881 + (Asb_14_29409 - 4.0530925)*(-1.134652))/0.4577341 + 1.2135152,PySRFunction(X=>(Myc_30907 + Tnip_1_29881 + (Asb_14_29409 - 4.0530925)*(-1.134652))/0.4577341 + 1.2135152)
18,2.8661356,0.002555548950069585,((((((Asb_14_29409 + -4.0530925) * -1.2156976) + Tnip_1_29881) / 1.1291678) + Myc_30907) / 0.42097244) + 0.6468059,(Myc_30907 + (Tnip_1_29881 + (Asb_14_29409 - 4.0530925)*(-1.2156976))/1.1291678)/0.42097244 + 0.6468059,PySRFunction(X=>(Myc_30907 + (Tnip_1_29881 + (Asb_14_29409 - 4.0530925)*(-1.2156976))/1.1291678)/0.42097244 + 0.6468059)
20,2.8540728,0.0021088074136182606,((((Tnip_1_29881 + ((-4.23462 + (-0.7215738 + Asb_14_29409)) * -1.4540519)) / 1.357329) + Myc_30907) / 0.41510457) - 0.29701284,(Myc_30907 + (Tnip_1_29881 + (Asb_14_29409 - 4.23462 - 0.7215738)*(-1.4540519))/1.357329)/0.41510457 - 1*0.29701284,PySRFunction(X=>(Myc_30907 + (Tnip_1_29881 + (Asb_14_29409 - 4.23462 - 0.7215738)*(-1.4540519))/1.357329)/0.41510457 - 1*0.29701284)
