complexity,loss,score,equation,sympy_format,lambda_format
2,59.74966,0.0,sqrt(var6),sqrt(var6),PySRFunction(X=>sqrt(var6))
3,23.073334,0.9514859219863893,var6 / 0.123331614,var6/0.123331614,PySRFunction(X=>var6/0.123331614)
6,8.182195,0.3455723754685153,(log(var2) * var6) / 0.123331614,8.10822114109364*var6*log(var2),PySRFunction(X=>8.10822114109364*var6*log(var2))
8,4.3241234,0.3188755071333982,((log(var2) * var6) / 0.123331614) / 0.89513475,9.05810118654609*var6*log(var2),PySRFunction(X=>9.05810118654609*var6*log(var2))
12,3.3653553,0.06266897332828122,(((var6 + (var6 + var6)) * var2) - log(var6)) + var13,var13 + 3*var2*var6 - log(var6),PySRFunction(X=>var13 + 3*var2*var6 - log(var6))
13,2.1141453,0.4648829270997955,(((var6 + (var6 + var6)) + log(sqrt(var13))) * var2) + var13,var13 + var2*(3*var6 + log(sqrt(var13))),PySRFunction(X=>var13 + var2*(3*var6 + log(sqrt(var13))))
14,2.0028934,0.054057782249516274,(((var6 + (var6 + var6)) + log(sqrt(sqrt(var13)))) * var2) + var13,var13 + var2*(3*var6 + log(var13**(1/4))),PySRFunction(X=>var13 + var2*(3*var6 + log(var13**(1/4))))
15,1.9491365,0.027206381108814532,((((var6 + (var6 + var6)) + log(sqrt(var13))) * var2) + var13) - -1.5328285,var13 + var2*(3*var6 + log(sqrt(var13))) + 1.5328285,PySRFunction(X=>var13 + var2*(3*var6 + log(sqrt(var13))) + 1.5328285)
17,1.236906,0.22738667688252334,((var6 * (var2 * (1.0097378 + 1.0097378))) + ((var6 / sqrt(sqrt(var10))) * var2)) + var13,var13 + 2.0194756*var2*var6 + var2*var6/var10**(1/4),PySRFunction(X=>var13 + 2.0194756*var2*var6 + var2*var6/var10**(1/4))
19,1.0544201,0.07981107633260914,((var6 * (var2 * (1.0097378 + 1.0097378))) + ((-0.12215768 + (var6 / sqrt(sqrt(var10)))) * var2)) + var13,var13 + 2.0194756*var2*var6 + var2*(-0.12215768 + var6/var10**(1/4)),PySRFunction(X=>var13 + 2.0194756*var2*var6 + var2*(-0.12215768 + var6/var10**(1/4)))
