Input,Operator,Iteration,RMSE,Complexity,Equation
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",122,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",122,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",122,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",122,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",122,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",122,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",122,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",122,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",122,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",123,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",124,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",125,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",126,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",127,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",128,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",129,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",130,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",131,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",132,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,26.601400314659493,2,PySRFunction(X=>55.8517700000000)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,25.256593148093348,4,PySRFunction(X=>var6 - 1*(-50.877304))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,24.381101668917854,5,PySRFunction(X=>var13 + var6 + 49.35051)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,23.94454900276366,6,PySRFunction(X=>var6 + var6 - 1*(-45.902874))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,22.670956908220518,7,PySRFunction(X=>var6 + var6 + var6 + 40.928234)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,22.670956912128414,8,PySRFunction(X=>var6 + var6 + var6 - 1*(-40.92778))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,21.442669565477665,9,PySRFunction(X=>var6 + var6 + var6 + var6 - 1*(-35.9538))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,20.267925393879356,12,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + 30.97925)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,19.15657725673195,13,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004591)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,19.156577259129453,14,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + 26.004356)
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,18.120293467432113,15,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 21.030214))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,17.17266866958997,17,PySRFunction(X=>var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 16.055687))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,16.240795734913203,19,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 + var6 - (-var6 - 14.529317))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",133,16.24079591193821,20,PySRFunction(X=>var13 + var6 + var6 + var6 + var6 + var6 + var6 - (-(var6 + var6) - 14.531545))
No_noise_rel_var,"['myfunction(x) = x'] ['-', '+']",134,62.28065279431244,1,PySRFunction(X=>-0.462074800000000)
