Exposure_Condition,Group_Comparison,Timepoint,BioSpyder_Identifier,Gene_Symbol,Mean_Expression_Count,padj,log2FC,"Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 1.5
(i.e., log2FC of 0.5849)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2
(i.e., log2FC of 1)?","Does the Gene Meet Statistical Criteria of padj<0.10 and FC >= +/- 2.5
(i.e., log2FC of 1.3219)?"
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bche_71484,Bche,236.412,6.44E-02,-0.9395,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bcl2l13_73159,Bcl2l13,182.897,7.93E-04,-1.1304,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bclaf1_65106,Bclaf1,207.350,9.87E-02,-1.1269,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bclaf3_73661,Bclaf3,103.847,2.90E-02,-0.7749,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bdnf_30168,Bdnf,182.865,2.67E-02,-1.0166,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bhlhe41_56554,Bhlhe41,174.371,1.48E-02,-0.8067,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bicdl1_68180,Bicdl1,96.098,5.62E-02,-0.8745,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bloc1s1_29597,Bloc1s1,1066.377,9.69E-03,-0.5850,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bloc1s4_59772,Bloc1s4,115.239,3.79E-02,0.6396,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bmpr2_57284,Bmpr2,2976.714,9.49E-03,-0.8201,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bnc1_57800,Bnc1,60.786,1.95E-02,-1.4752,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bnc2_79901,Bnc2,59.256,2.90E-02,-0.8443,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bnip3_31290,Bnip3,233.015,7.59E-02,-0.7413,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Bnip3_64039,Bnip3,484.873,1.35E-02,-0.7933,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Brd9_70805,Brd9,156.439,3.20E-02,-0.9573,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Brms1l_68210,Brms1l,44.525,1.52E-02,-1.3102,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Btnl9_55542,Btnl9,35.080,4.64E-02,-1.6821,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Btrc_76288,Btrc,385.667,2.60E-03,-0.6108,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,C1galt1_60779,C1galt1,714.735,2.70E-04,-0.9539,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,C1galt1c1_55227,C1galt1c1,537.424,8.75E-03,-0.8664,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,C2_63618,C2,87.310,5.26E-03,-1.9315,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,C2_73108,C2,223.002,1.80E-02,-1.3383,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,C3_67498,C3,2439.572,3.39E-02,-0.7532,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,C330018D20Rik_61234,C330018D20Rik,63.914,3.93E-02,-0.7247,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,C9orf72_57226,C9orf72,138.406,1.51E-02,-0.9627,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,CAAA01118383.1_55482,CAAA01118383.1,123.203,2.57E-02,0.9020,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cab39l_55000,Cab39l,133.622,7.86E-02,-0.9962,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cactin_81982,Cactin,39.266,5.29E-02,0.6932,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Capns1_74461,Capns1,2287.432,1.21E-04,-0.8120,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Capza1_78776,Capza1,633.567,3.86E-02,-0.5892,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Casd1_68385,Casd1,251.278,9.95E-03,-0.6785,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cask_29837,Cask,58.017,3.55E-02,-1.0145,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Casp1_31578,Casp1,51.844,8.14E-02,-0.7128,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cbwd1_59750,Cbwd1,81.251,1.77E-02,-0.7811,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cc2d1b_61301,Cc2d1b,68.800,3.75E-02,0.6341,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccdc14_61557,Ccdc14,41.932,7.87E-02,0.6908,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccdc141_67923,Ccdc141,759.778,3.35E-02,-0.6280,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccdc186_58520,Ccdc186,82.392,1.71E-03,-1.4806,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccdc22_73832,Ccdc22,22.574,8.04E-02,0.7861,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccdc43_73740,Ccdc43,51.337,9.58E-02,0.5900,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccdc88a_76142,Ccdc88a,72.846,3.56E-02,-0.6973,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccdc88a_76169,Ccdc88a,452.992,4.54E-06,-1.1488,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccdc90b_55219,Ccdc90b,378.699,6.89E-02,-0.8575,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccdc93_65567,Ccdc93,122.794,3.84E-03,-0.6044,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccl6_74906,Ccl6,1679.556,4.38E-02,-1.4066,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccnd1_31337,Ccnd1,236.983,5.89E-02,0.7129,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccnd1_80514,Ccnd1,153.303,4.13E-02,0.7714,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccne2_69480,Ccne2,148.290,3.66E-02,-0.8864,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ccni_78826,Ccni,60.188,1.92E-02,-1.0001,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cct4_64321,Cct4,604.581,7.77E-03,-0.7339,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cct4_67514,Cct4,1326.864,1.48E-02,-0.6988,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cd180_66798,Cd180,28.635,9.55E-02,-0.8788,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cd300c2_63101,Cd300c2,156.429,4.16E-02,-1.1971,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cd302_60361,Cd302,109.695,2.89E-02,-0.8167,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cd36_30859,Cd36,949.721,4.59E-02,-0.8790,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cd38_62038,Cd38,30.476,6.19E-02,-1.2924,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cd48_31970,Cd48,84.455,4.03E-02,-1.0216,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cd53_55827,Cd53,473.528,1.34E-02,-0.9039,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cd79b_31651,Cd79b,81.415,6.36E-02,-1.0667,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cdc27_58942,Cdc27,372.252,3.24E-03,-0.8461,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cdk13_72442,Cdk13,89.004,6.08E-03,-0.8041,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cdkl3_69647,Cdkl3,30.875,6.29E-02,0.8551,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cdon_64083,Cdon,28.098,4.09E-02,-1.1049,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cdr2_58483,Cdr2,435.726,1.42E-03,-0.9804,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cenpc1_55956,Cenpc1,220.243,9.61E-02,-0.7710,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cenpu_72392,Cenpu,51.850,6.18E-02,-0.7666,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cenpw_64386,Cenpw,43.982,2.68E-03,-1.4404,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cep170b_73584,Cep170b,22.172,6.88E-02,0.8353,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cep44_64451,Cep44,253.781,7.34E-02,-0.5949,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cep97_59612,Cep97,50.822,4.67E-02,-0.6018,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cerk_69028,Cerk,46.426,3.40E-02,0.8991,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cetn3_30290,Cetn3,2634.649,6.18E-04,-0.5994,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cfap36_79612,Cfap36,301.221,3.57E-02,-0.5896,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cfh_29193,Cfh,130.381,7.37E-02,-0.9053,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cfh_76573,Cfh,108.192,1.93E-02,-1.0056,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cfhr2_77124,Cfhr2,560.852,1.32E-02,-1.0207,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cgrrf1_76403,Cgrrf1,47.203,5.70E-02,-0.7902,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Chd1_68703,Chd1,138.908,9.49E-03,-0.6795,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Chic2_70914,Chic2,216.154,3.35E-02,-0.6594,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Chil3_30648,Chil3,2354.050,2.10E-03,-1.8012,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Chil3_66072,Chil3,1969.658,1.01E-02,-1.6140,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Chm_54071,Chm,196.108,5.25E-03,-1.0977,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Chn1_75579,Chn1,145.368,9.41E-03,-0.8730,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Chp1_75817,Chp1,797.734,1.36E-02,-0.6623,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Chpt1_73742,Chpt1,137.630,1.45E-03,-1.3253,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Chpt1_78785,Chpt1,293.571,1.13E-02,-1.0809,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cic_68510,Cic,36.547,6.14E-03,1.0338,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cklf_70787,Cklf,36.679,4.93E-03,-1.4148,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ckm_65514,Ckm,4818.602,4.06E-02,1.5170,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ckmt1_63689,Ckmt1,246.407,7.92E-02,0.5964,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cldn15_60727,Cldn15,20.977,4.00E-02,-1.5499,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Clec10a_77584,Clec10a,37.661,1.54E-02,1.1223,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Clec4a2_31434,Clec4a2,35.944,5.28E-02,-1.1846,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Clec4a3_69343,Clec4a3,121.035,7.11E-02,-0.8354,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Clec4a3_71201,Clec4a3,46.357,2.82E-02,-1.1835,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Clip1_61747,Clip1,794.967,4.74E-05,-0.7038,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cmpk1_69402,Cmpk1,177.923,7.37E-02,-0.9356,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cnep1r1_69264,Cnep1r1,550.792,6.88E-02,-0.6660,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cnot6_74982,Cnot6,1282.625,6.24E-04,-0.8920,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Col4a1_70476,Col4a1,1004.511,1.99E-02,0.8424,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Col4a1_75736,Col4a1,1449.317,9.80E-02,0.6842,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Col5a2_31305,Col5a2,452.003,3.71E-02,-0.7088,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Col6a3_73565,Col6a3,31.020,6.49E-02,-0.8746,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Col6a6_62163,Col6a6,39.335,8.86E-02,-1.3105,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Commd1_63466,Commd1,1298.573,4.84E-03,-0.8317,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Copa_80308,Copa,265.774,4.38E-02,-0.8076,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cox6c_69727,Cox6c,2363.774,2.73E-02,-0.7216,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cr1l_74790,Cr1l,300.623,6.14E-02,-0.6142,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Crbn_78654,Crbn,551.997,2.41E-04,-0.6441,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Crebrf_80154,Crebrf,409.969,9.85E-03,-0.8598,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Crot_61759,Crot,147.753,9.59E-02,-0.6787,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Crtap_30172,Crtap,274.131,1.46E-02,-0.8120,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Crybg3_78298,Crybg3,851.496,9.30E-04,-0.6734,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Crym_76322,Crym,76.295,9.29E-02,-1.0070,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Csde1_62503,Csde1,1249.593,1.76E-02,-0.6722,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Csgalnact2_73856,Csgalnact2,268.221,1.45E-02,-0.6426,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Csnk1g1_72572,Csnk1g1,85.392,4.23E-03,-0.6735,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Csnk1g3_59340,Csnk1g3,314.056,5.89E-02,-0.6943,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Csnk2a1_73210,Csnk2a1,74.214,7.97E-02,-0.6106,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Csnk2a1_73653,Csnk2a1,980.327,5.16E-02,-0.6486,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ctnnal1_29533,Ctnnal1,421.164,8.75E-03,-0.7759,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ctsf_59908,Ctsf,165.071,6.22E-02,-0.7657,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cttnbp2nl_76869,Cttnbp2nl,2578.528,2.11E-02,-0.6883,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cul1_29134,Cul1,799.649,2.76E-02,-0.7738,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cul1_31957,Cul1,1420.293,2.85E-03,-0.8830,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cxcl12_31252,Cxcl12,976.686,1.55E-02,0.6297,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cyc1_55101,Cyc1,2528.705,2.14E-03,0.7328,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cyth1_72179,Cyth1,94.704,2.06E-03,0.7528,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Cytip_72560,Cytip,37.613,6.36E-02,-1.0128,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dbn1_76240,Dbn1,91.003,5.10E-02,0.7196,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dcun1d5_71596,Dcun1d5,2247.103,4.06E-02,-0.7165,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ddb1_58546,Ddb1,268.636,3.40E-02,-0.7759,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ddit4_29434,Ddit4,93.737,3.56E-02,-0.9015,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ddx47_67060,Ddx47,65.035,1.26E-02,0.7661,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ddx54_73004,Ddx54,142.286,1.74E-02,0.6550,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dennd5a_61918,Dennd5a,347.039,2.14E-03,-0.5939,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dennd6a_58397,Dennd6a,51.410,8.05E-03,1.0199,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dhh_58871,Dhh,36.035,8.30E-02,0.7281,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dhx16_74233,Dhx16,52.886,2.95E-02,1.0210,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Diaph1_56612,Diaph1,251.099,2.43E-02,-0.6700,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dip2c_59563,Dip2c,253.058,3.89E-02,-0.6493,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dnajc13_63158,Dnajc13,126.965,1.97E-02,-0.8980,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dnajc19_69721,Dnajc19,1645.267,1.01E-02,-0.7056,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dnajc21_65430,Dnajc21,88.767,9.62E-02,-0.7151,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dock2_74390,Dock2,29.883,1.36E-02,-1.1392,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dock6_70085,Dock6,362.466,6.05E-03,0.6746,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dok1_58837,Dok1,46.931,3.89E-02,0.8015,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dpep2_66307,Dpep2,135.030,3.60E-02,-0.6760,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dpyd_79696,Dpyd,89.656,5.90E-02,-0.5863,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dram2_71194,Dram2,54.727,1.00E-02,-1.0211,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dram2_76992,Dram2,220.899,6.47E-02,-0.6785,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Drg1_79007,Drg1,1359.435,4.10E-03,-0.6485,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dusp19_66502,Dusp19,113.633,2.29E-02,-0.7384,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dusp3_66496,Dusp3,863.053,3.82E-02,-0.6540,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dync1i2_77067,Dync1i2,1987.966,1.45E-03,-0.7390,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dync1li1_59417,Dync1li1,925.853,3.07E-03,-0.7402,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dynlt3_30548,Dynlt3,555.678,2.74E-03,-1.0491,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Dzip3_65795,Dzip3,152.136,1.55E-02,-0.7337,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,E2f5_59886,E2f5,66.909,9.13E-02,-0.6081,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,EAR12_31077,EAR12,316.796,2.84E-04,-3.2822,Yes,Yes,Yes
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Edem1_30286,Edem1,157.967,8.04E-02,-0.7413,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Eea1_75416,Eea1,500.508,1.01E-02,-0.7148,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Efemp1_70391,Efemp1,1000.572,2.14E-03,-1.2206,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Efr3a_78412,Efr3a,95.942,4.01E-02,-0.7118,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ehbp1_67186,Ehbp1,148.642,4.33E-02,-0.5992,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ehbp1l1_60114,Ehbp1l1,1156.848,2.02E-02,0.6542,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ehd2_70002,Ehd2,412.524,2.62E-03,0.7177,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ehhadh_58252,Ehhadh,84.781,7.49E-03,-0.7877,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Eif2a_73789,Eif2a,556.205,8.95E-04,-0.8156,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Eif2s3x_69940,Eif2s3x,241.728,7.21E-02,-0.6311,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Eif4g2_78257,Eif4g2,157.995,8.91E-03,-0.7378,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Eif5a2_60394,Eif5a2,27.339,6.93E-02,-1.0709,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ell2_71426,Ell2,64.325,2.71E-02,-0.7820,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Eng_74576,Eng,1559.752,3.75E-02,0.6624,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Epb41l3_77002,Epb41l3,96.668,5.60E-02,-0.6116,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Epha2_58921,Epha2,908.826,4.74E-03,0.6132,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Epop_61125,Epop,28.201,2.09E-02,1.0977,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Eps8l1_65609,Eps8l1,23.379,1.64E-02,1.0458,Yes,Yes,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Erap1_75895,Erap1,441.538,1.29E-02,-0.6196,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Erap1_77497,Erap1,261.141,5.96E-02,-0.7157,Yes,No,No
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,4h,Ercc6l2_64988,Ercc6l2,145.069,1.47E-02,-0.8452,Yes,No,No
