Iteration,RMSE,Complexity,Equation
315,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
315,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
315,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
315,2.822221217798221,11,PySRFunction(X=>1.9960225*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
315,2.820186283874958,13,PySRFunction(X=>-PC_1/0.64205223 + 2.0930495*(PC_2 + PC_3) + 0.6711446 + 82.91689)
315,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
315,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
316,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
316,3.0503535922447873,3,PySRFunction(X=>83.587654 - PC_1)
316,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
316,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
316,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
316,2.822221217798221,11,PySRFunction(X=>1.9960225*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
316,2.820186283874958,13,PySRFunction(X=>-PC_1/0.64205223 + 2.0930495*(PC_2 + PC_3) + 0.6711446 + 82.91689)
316,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
316,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
317,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
317,3.0503535922447873,3,PySRFunction(X=>83.587654 - PC_1)
317,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
317,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
317,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
317,2.822221217798221,11,PySRFunction(X=>1.9960225*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
317,2.820186283874958,13,PySRFunction(X=>-PC_1/0.64205223 + 2.0930495*(PC_2 + PC_3) + 0.6711446 + 82.91689)
317,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
317,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
318,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
318,3.0503535922447873,3,PySRFunction(X=>83.587654 - PC_1)
318,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
318,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
318,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
318,2.822221217798221,11,PySRFunction(X=>1.9960225*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
318,2.820186283874958,13,PySRFunction(X=>-PC_1/0.64205223 + 2.0930495*(PC_2 + PC_3) + 0.6711446 + 82.91689)
318,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
318,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
319,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
319,3.0503535922447873,3,PySRFunction(X=>83.587654 - PC_1)
319,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
319,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
319,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
319,2.822221217798221,11,PySRFunction(X=>1.9960225*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
319,2.820186283874958,13,PySRFunction(X=>-PC_1/0.64205223 + 2.0930495*(PC_2 + PC_3) + 0.6711446 + 82.91689)
319,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
319,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
320,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
320,3.0503535922447873,3,PySRFunction(X=>83.587654 - PC_1)
320,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
320,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
320,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
320,2.822221217798221,11,PySRFunction(X=>1.9960225*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
320,2.820186283874958,13,PySRFunction(X=>-PC_1/0.64205223 + 2.0930495*(PC_2 + PC_3) + 0.6711446 + 82.91689)
320,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
320,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
321,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
321,3.0503535922447873,3,PySRFunction(X=>83.587654 - PC_1)
321,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
321,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
321,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
321,2.822221217798221,11,PySRFunction(X=>1.9960225*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
321,2.820186283874958,13,PySRFunction(X=>-PC_1/0.64205223 + 2.0930495*(PC_2 + PC_3) + 0.6711446 + 82.91689)
321,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
321,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
322,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
322,3.0503535922447873,3,PySRFunction(X=>83.587654 - PC_1)
322,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
322,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
322,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
322,2.822221217798221,11,PySRFunction(X=>1.9960225*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
