Input,Training RMSE,Test RMSE,Time Taken
Full,17.819725670367013,18.01166012822898,0.25906896591186523
PCA,21.122811903925,17.759600409337445,0.2001972198486328
Lasso,22.62360400082442,19.44912793197789,0.33356332778930664
