chem,var_importance
P,18.73758027681612
K,14.741623885459182
Silicon,1.7175592643355477
Syringealdehyde,1.0088145878580173
Methoxymethylphenol,0.9066524435836193
Zn,-0.45335434714485645
Fe,-1.2823717784954147
Retene,-2.798109848836468
Guaiacol,-3.5577286424113876
Vanillin,-6.162540185798404
Isoeugenol,-11.96339255951992
Ethylguaiacol,-12.728876847299356
Eugenol,-18.33125570098821
Na,-51.97342042700712
