complexity,loss,score,equation,sympy_format,lambda_format
1,87.95726,0.0,-1.4086928,-1.40869280000000,PySRFunction(X=>-1.40869280000000)
3,22.624737,0.6789035747346865,84.8849 - 1.0694573,84.8849 - 1*1.0694573,PySRFunction(X=>84.8849 - 1*1.0694573)
4,22.13398,0.02192988095409071,Fosl_1_30439 + 79.06292,Fosl_1_30439 + 79.06292,PySRFunction(X=>Fosl_1_30439 + 79.06292)
6,22.093796,0.000908569561745082,(84.8849 + 1.8853263) - Arntl_59197,-Arntl_59197 + 1.8853263 + 84.8849,PySRFunction(X=>-Arntl_59197 + 1.8853263 + 84.8849)
8,20.413725,0.03954468819406796,((Gdnf_29292 / 0.057506204) - 2.5131881) + 0.68121177,Gdnf_29292/0.057506204 - 1*2.5131881 + 0.68121177,PySRFunction(X=>Gdnf_29292/0.057506204 - 1*2.5131881 + 0.68121177)
9,18.542072,0.09616515648980713,((Cyp_1_a_1_29719 + 14.993874) * Csrnp_1_69505) - 38.857513,Csrnp_1_69505*(Cyp_1_a_1_29719 + 14.993874) - 1*38.857513,PySRFunction(X=>Csrnp_1_69505*(Cyp_1_a_1_29719 + 14.993874) - 1*38.857513)
11,18.430315,0.0030227245097612316,(((14.993874 + Cyp_1_a_1_29719) * Csrnp_1_69505) - 38.857513) - -0.61127883,Csrnp_1_69505*(Cyp_1_a_1_29719 + 14.993874) - 1*38.857513 - 1*(-0.61127883),PySRFunction(X=>Csrnp_1_69505*(Cyp_1_a_1_29719 + 14.993874) - 1*38.857513 - 1*(-0.61127883))
12,17.703657,0.04022563482565508,-0.55523187 + ((Csrnp_1_69505 * Ccl_6_74906) + (Tspan_4_30708 ^ 1.9960862)),Ccl_6_74906*Csrnp_1_69505 + Tspan_4_30708**1.9960862 - 0.55523187,PySRFunction(X=>Ccl_6_74906*Csrnp_1_69505 + Tspan_4_30708**1.9960862 - 0.55523187)
14,17.698795,0.00013733512104096502,-0.55523187 + ((Csrnp_1_69505 * Ccl_6_74906) + ((Tspan_4_30708 ^ 1.9960862) + -0.26470307)),Ccl_6_74906*Csrnp_1_69505 + Tspan_4_30708**1.9960862 - 0.55523187 - 0.26470307,PySRFunction(X=>Ccl_6_74906*Csrnp_1_69505 + Tspan_4_30708**1.9960862 - 0.55523187 - 0.26470307)
15,17.60431,0.005352799738280069,(2.0311952 * ((Cyp_1_a_1_79654 + Kbtbd_7_76521) + (Tgm_1_60333 * Stx_11_67128))) - -16.188688,2.0311952*(Cyp_1_a_1_79654 + Kbtbd_7_76521 + Stx_11_67128*Tgm_1_60333) - 1*(-16.188688),PySRFunction(X=>2.0311952*(Cyp_1_a_1_79654 + Kbtbd_7_76521 + Stx_11_67128*Tgm_1_60333) - 1*(-16.188688))
16,17.567728,0.00208017591652004,(((Csrnp_1_69505 * (15.233802 + Cyp_1_a_1_29719)) + (Il_6_60343 / 0.5602389)) - 39.89702) + -1.7639636,Csrnp_1_69505*(Cyp_1_a_1_29719 + 15.233802) + Il_6_60343/0.5602389 - 1*39.89702 - 1.7639636,PySRFunction(X=>Csrnp_1_69505*(Cyp_1_a_1_29719 + 15.233802) + Il_6_60343/0.5602389 - 1*39.89702 - 1.7639636)
17,17.468256,0.00567829162570655,(((Stx_11_67128 * Tgm_1_60333) + (Cyp_1_a_1_79654 + (Zfp_672_67722 - -9.410717))) * 1.9532931) + 1.9532931,(Cyp_1_a_1_79654 + Stx_11_67128*Tgm_1_60333 + Zfp_672_67722 - 1*(-9.410717))*1.9532931 + 1.9532931,PySRFunction(X=>(Cyp_1_a_1_79654 + Stx_11_67128*Tgm_1_60333 + Zfp_672_67722 - 1*(-9.410717))*1.9532931 + 1.9532931)
18,17.077072,0.022648545792306542,((((Kbtbd_7_76521 + Cyp_1_a_1_79654) + (Tgm_1_60333 * Stx_11_67128)) * 2.0311952) + Sgcg_29583) - -16.188688,Sgcg_29583 + (Cyp_1_a_1_79654 + Kbtbd_7_76521 + Stx_11_67128*Tgm_1_60333)*2.0311952 - 1*(-16.188688),PySRFunction(X=>Sgcg_29583 + (Cyp_1_a_1_79654 + Kbtbd_7_76521 + Stx_11_67128*Tgm_1_60333)*2.0311952 - 1*(-16.188688))
20,17.072378,0.00013745463044244162,((((Tgm_1_60333 * Stx_11_67128) + ((Kbtbd_7_76521 - -7.5815787) + Cyp_1_a_1_79654)) * 2.0427186) + Sgcg_29583) - 0.037595205,Sgcg_29583 + (Cyp_1_a_1_79654 + Kbtbd_7_76521 + Stx_11_67128*Tgm_1_60333 - 1*(-7.5815787))*2.0427186 - 1*0.037595205,PySRFunction(X=>Sgcg_29583 + (Cyp_1_a_1_79654 + Kbtbd_7_76521 + Stx_11_67128*Tgm_1_60333 - 1*(-7.5815787))*2.0427186 - 1*0.037595205)
