Equation
-23.0119*(0.396031*chem6 - 0.603399)*(0.0449175*chem8 - 1.86376)*((0.923111 - 0.0623822*chem13)*(0.322985*chem2 - 1.19917) + 0.944352*sqrt(0.112918*chem13 + 1)) + 8.99295
1.12875*chem1 + 18.9548*(0.659927 - 0.413035*chem6)*(-0.494013*chem2 + 0.0289931*chem7 + 0.0326917) + 9.1415
15.9023*sqrt((0.0532162*chem13 - 1.04621)*(0.0835457*chem8 - 2.05783))*(1.64227 - 0.798918*chem6)*(-0.0980294*chem13 - 0.280481*chem2 + 0.240126) + 16.2667
-6.31668*chem12 + 23.2141*(0.146911 - 0.229827*chem6)*(0.0239135*chem1 + 1.76413)*(-0.30287*chem2 + 0.0130439*chem7 - 0.201767) + 4.80447
-0.165004*chem4 - 20.901*(0.0772201 - 0.0822439*chem6)*(-0.0253854*chem1 - 1.68932)*(-1.11907*chem2 + 0.0516346*chem7 - 0.151496) + 8.06264
-26.0065*(0.677786 - 0.289798*chem6)*(0.329315*chem2 + 0.406702) - 26.0065*(0.689798*chem2 - 4.108)*(0.0477773*chem13 - 0.0414199*chem2 - 0.439357) + 45.3033
11.2507*chem6 + 19.424*(0.0554458*chem13 + 0.790218*chem2 - 2.8557)*(-0.00675662*chem14 + 0.147254*chem6 + 0.250985) - 1.5321
-32.3463*(-0.17754*chem2 - 0.036709)*(-0.533376*chem12 - 0.0680467*chem5 + 0.532195*chem6 + 0.181442) + 1.97666
0.993159*chem13 + 17.8655*(1.29038 - 0.0161179*chem7)*(0.758932*chem2 - 0.197565)*(0.221894*chem6 - 0.26323) + 9.66017
-40.035*(0.606387 - 0.165383*chem12)*(0.232958*chem2 + 0.147175)*(0.0724713*chem5 + (0.567903 - 0.330878*chem6)*(0.38274*chem12 + 1.49219) - 1.34466) - 6.78266
